Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0295805,0.0577038,0,0,0,0.0360114,0,0.0201128,0.0546363,0,0,0.0192698,0,0,0.0440979,0.0549083,0.0364637,0.0301296,0.0244039,0.0599912,0.0449561,0.0487501,0.0665056,0.0497889,0.0189699,0.0589356,0.0621206,0.0342564,0.0384411,0.0403448,0.0363145,0.0142818,0.0197453,0.0273358,0,0.0274174,0.048256,0.0460428,0,0,0.0221281,0,0,0.0255307,0.0740102,0.0202547,0.0204286,0.0279394,0.054263,0.0333764,0.037146,0.0654945,0.0623756,0.0348465,0.0252371,0.0264738,0.0122116,0.0321183,0.0293569,0.0356822,0.00773439,0.0216579,0.0559281,0.0492232,0,0,0
0,0,0,0,0,0.0292064,0.0585314,0,0,0,0.0350503,0,0.0185309,0.0415864,0,0,0.0196944,0,0,0.0425832,0.0552929,0.0514182,0.0310094,0.020788,0.0674026,0.0435825,0.0602951,0.0759354,0.0521504,0.0240145,0.0633153,0.0638494,0.0353762,0.0485163,0.0559004,0.0363805,0.0136892,0.0194001,0.0276742,0,0.0307285,0.0550982,0.0477639,0,0,0.0233204,0,0,0.0269901,0.0714022,0.0124628,0.0205628,0.0244425,0.0525029,0.0383403,0.0319458,0.0592665,0.0621175,0.034219,0.0261363,0.0258365,0.0127127,0.0335672,0.00917557,0.0334158,0.00866799,0.0240582,0.0586907,0.0497547,0,0,0
1,0,0,0,0,0.0293146,0.0587256,0,0,0,0.0351872,0,0.018265,0.0413614,0,0,0.0196447,0,0,0.0425603,0.0552653,0.0513508,0.030945,0.0208806,0.0670399,0.0431101,0.0607336,0.076356,0.0524916,0.0243397,0.06399,0.0648197,0.0361092,0.0488412,0.0568211,0.0364296,0.0135487,0.019457,0.0278395,0,0.0304545,0.0552821,0.0475971,0,0,0.0230654,0,0,0.0268904,0.0716787,0.0122754,0.0209099,0.024529,0.0521263,0.0381114,0.0313192,0.0593507,0.0619439,0.0342085,0.0263452,0.0254983,0.0127056,0.0337002,0.00895279,0.0336937,0.00860937,0.0238304,0.0588739,0.0496549,0,0,0
2,0,0,0,0,0.0294673,0.0587709,0,0,0,0.0351232,0,0.0179684,0.0415055,0,0,0.019607,0,0,0.0425288,0.055203,0.0510102,0.0312274,0.0208053,0.0667601,0.0429432,0.0610097,0.0768167,0.0522026,0.0244966,0.0646748,0.0657794,0.0368674,0.0489809,0.0574553,0.0364893,0.0135119,0.0194315,0.0278292,0,0.030265,0.0556373,0.0475081,0,0,0.0227451,0,0,0.0267472,0.0720068,0.0124479,0.0210155,0.0244555,0.0516884,0.0376466,0.0312367,0.0592443,0.061737,0.0339296,0.0264185,0.0250987,0.0128677,0.0337218,0.00915244,0.0340048,0.00848297,0.0235001,0.0588903,0.0496318,0,0,0
3,0,0,0,0,0.0296262,0.0587431,0,0,0,0.0349788,0,0.0176896,0.0418537,0,0,0.0196213,0,0,0.0424352,0.0551706,0.0503185,0.0314852,0.0204726,0.0664905,0.0428367,0.0611657,0.0772276,0.0520506,0.0245462,0.0653083,0.0666441,0.0376051,0.0490058,0.0577847,0.0363997,0.0135746,0.0191798,0.0278336,0,0.0301309,0.0559994,0.04746,0,0,0.0224297,0,0,0.0266083,0.0723588,0.0126338,0.0211803,0.0244175,0.0512563,0.0371462,0.0312699,0.0591074,0.0615342,0.0336849,0.0263906,0.0248758,0.012926,0.0337702,0.00938797,0.034303,0.00836623,0.0231941,0.0588138,0.0495761,0,0,0
4,0,0,0,0,0.0297714,0.0586814,0,0,0,0.0345621,0,0.0174808,0.0422054,0,0,0.0196587,0,0,0.0422091,0.0549965,0.0491282,0.0316761,0.0200468,0.0662528,0.0428319,0.0612417,0.0775334,0.0520981,0.0246326,0.0657245,0.0672452,0.03818,0.0487826,0.0574969,0.0361159,0.0136281,0.018816,0.0278991,0,0.0300987,0.0562883,0.0474225,0,0,0.0221191,0,0,0.0264715,0.0727598,0.0128034,0.0214089,0.0244055,0.0509616,0.0366543,0.031621,0.0589483,0.0613776,0.033572,0.0263397,0.0247581,0.0129461,0.0338485,0.00949615,0.0346241,0.00821229,0.0229831,0.0587321,0.0494604,0,0,0
5,0,0,0,0,0.0294242,0.0584745,0,0,0,0.0369283,0,0.0152111,0.0405983,0,0,0.0198727,0,0,0.0419442,0.0553242,0.0425552,0.0296697,0.0279882,0.0647779,0.0422592,0.0646936,0.0871293,0.0539716,0.0212004,0.0634511,0.0618757,0.0352223,0.0492979,0.0359257,0.0355945,0.0136275,0.0184884,0.0301662,0,0.0273764,0.0579187,0.0478449,0,0,0.0228037,0,0,0.0269086,0.0721643,0.0154974,0.0234185,0.0227523,0.053044,0.0380928,0,0.0598713,0.0618799,0.0339185,0.0259553,0.0263118,0.0150788,0.0330165,0.00691912,0.0338519,0.00843587,0.0238389,0.058315,0.0502944,0,0,0
6,0,0,0,0,0.0301164,0.0586226,0,0,0,0.0326934,0,0.0174898,0.0438009,0,0,0.0195493,0,0,0.0417318,0.054654,0.0451833,0.0315656,0.018971,0.0649801,0.0423058,0.0615485,0.0783647,0.0522881,0.0248019,0.0652168,0.0671923,0.0387483,0.0468468,0.0537182,0.0362335,0.0136582,0.0182704,0.0294912,0,0.028513,0.0571838,0.047521,0,0,0.0216441,0,0,0.0261219,0.0728755,0.0147347,0.023575,0.02301,0.051337,0.0358945,0,0.0596917,0.0615782,0.0336869,0.0260089,0.0256631,0.014228,0.0334026,0.00759036,0.035271,0.00801411,0.0223096,0.0589065,0.0490365,0,0,0
7,0,0,0,0,0.0302476,0.05856,0,0,0,0.0314062,0,0.0177424,0.0444511,0,0,0.0194704,0,0,0.0417625,0.0547609,0.043113,0.0315954,0.0183547,0.0645321,0.0422667,0.0616586,0.0785423,0.0522852,0.0248444,0.064535,0.0668766,0.0386581,0.0455437,0.0497349,0.0363717,0.0136987,0.0182378,0.0300623,0,0.0284715,0.0570738,0.0474632,0,0,0.0212848,0,0,0.0260171,0.0733356,0.0149018,0.0236079,0.0230453,0.0513474,0.0352908,0,0.0594552,0.0613809,0.0336717,0.0260674,0.025831,0.0145111,0.0337952,0.00700556,0.0356115,0.00796758,0.0219841,0.0587647,0.0490071,0,0,0
8,0,0,0,0,0.0304062,0.0585069,0,0,0,0.030269,0,0.0181336,0.0452652,0,0,0.0194505,0,0,0.0417049,0.0548958,0.0405638,0.0317326,0.0179868,0.0639866,0.0421221,0.0616999,0.0785148,0.0522553,0.0252648,0.0638442,0.066499,0.0386239,0.0442122,0.0441584,0.0365012,0.0138008,0.0179563,0.0308373,0,0.028496,0.0569676,0.0474222,0,0,0.020975,0,0,0.0258752,0.0738377,0.015201,0.0238544,0.0231543,0.0514764,0.0347858,0,0.0591939,0.0611526,0.0337327,0.0261285,0.0262146,0.0147147,0.0342336,0.00637894,0.0359523,0.0078082,0.0217351,0.0586891,0.0489226,0,0,0
9,0,0,0,0,0.0305783,0.0584653,0,0,0,0.0299968,0,0.0187631,0.0451455,0,0,0.0195134,0,0,0.0417612,0.0555663,0.0379491,0.0322678,0.0183059,0.063946,0.0427707,0.0614832,0.0779552,0.0519917,0.0265459,0.0635368,0.066388,0.038994,0.0430823,0.0370628,0.0365346,0.0138036,0.0180497,0.0302081,0,0.0305496,0.0563389,0.0471108,0,0,0.0206912,0,0,0.0256904,0.0750075,0.0133585,0.0229193,0.0245987,0.0510237,0.0341552,0.0292656,0.057685,0.0602638,0.0333177,0.0266312,0.0255201,0.0131055,0.0346762,0.00753491,0.0362853,0.00762841,0.021423,0.0585515,0.0493324,0,0,0
10,0,0,0,0,0.0307689,0.0585479,0,0,0,0.0307096,0,0.0196201,0.0463207,0,0,0.0194392,0,0,0.0416726,0.0556224,0.0357597,0.032401,0.0192677,0.0633098,0.0426429,0.0610869,0.0771075,0.0518488,0.0277397,0.0630184,0.0660756,0.0392981,0.0419409,0.0300631,0.0367156,0.0138591,0.0178457,0.0311874,0,0.0305563,0.055861,0.0471122,0,0,0.0203138,0,0,0.0255023,0.0757376,0.0135419,0.0231377,0.0248189,0.0511237,0.0337125,0.0293646,0.0571507,0.0598476,0.0334236,0.0272049,0.02498,0.0133096,0.0348284,0.00659427,0.0366705,0.00754786,0.0210248,0.0584988,0.0492007,0,0,0
