Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LTHIP,RTHIA
110,0,0,0,0,0.0277277,0.0621232,0,0,0,0.0589129,0,0.00943356,0.055087,0,0,0.0195069,0,0,0.043505,0.0569059,0.0318617,0.0212268,0.0226621,0.0520378,0.0406043,0.0376573,0.0579265,0.0481404,0.0584221,0.0640961,0.0317408,0.0339874,0.0342517,0.0352173,0.014519,0.0196274,0.0114555,0,0.0312643,0.0501631,0.0478525,0,0,0.0186887,0,0,0.0242315,0.069861,0.0144523,0.0232899,0.0282362,0.0556612,0.029478,0.0380142,0.0593804,0.0331305,0.0279278,0.0238536,0.0106695,0.0358475,0.0310142,0.0384454,0.00595089,0.0175973,0.0596248,0.0488079,0,0,0,0.0152261,0.0639823
111,0,0,0,0,0.0277161,0.06195,0,0,0,0.0571682,0,0.00979549,0.0527227,0,0,0.0198282,0,0,0.0438493,0.056539,0.033111,0.0202052,0.022424,0.0540543,0.0406702,0.0385055,0.0590554,0.0484471,0.0577955,0.0631546,0.0300955,0.0338341,0.0332757,0.0349841,0.0144452,0.0199289,0.011835,0,0.030724,0.0493055,0.0478599,0,0,0.019799,0,0,0.0239134,0.0703012,0.0139814,0.0227435,0.028624,0.0554956,0.0302255,0.0381631,0.0591986,0.0327662,0.0273561,0.0232847,0.0103457,0.035404,0.0301076,0.0378039,0.00593611,0.017765,0.059684,0.0487796,0,0,0,0.0148099,0.0641927
112,0,0,0,0,0.0278644,0.0617073,0,0,0,0.0553906,0,0.00850853,0.0511308,0,0,0.0201741,0,0,0.0442144,0.0560461,0.0329097,0.0196696,0.0217182,0.0563746,0.0410923,0.0396204,0.0602758,0.0490975,0.0572861,0.0622588,0.0289382,0.0340206,0.0306084,0.0346526,0.0146292,0.0203064,0.0117545,0,0.0308351,0.048765,0.0478001,0,0,0.0203404,0,0,0.0240115,0.0704219,0.0136351,0.0227383,0.0284316,0.0552447,0.0307216,0.0381019,0.0592449,0.032538,0.0269798,0.0230345,0.00973401,0.0350787,0.0292936,0.0371751,0.00585662,0.0184424,0.0596182,0.0489002,0,0,0,0.0143535,0.0640739
113,0,0,0,0,0.0280428,0.0614862,0,0,0,0.0539038,0,0.00664377,0.0498624,0,0,0.0205014,0,0,0.0444745,0.0557331,0.0323917,0.019354,0.0209708,0.0588822,0.0416893,0.040884,0.0618042,0.0498721,0.0571432,0.0615922,0.0285817,0.0348089,0.0266817,0.0342815,0.0145323,0.0209577,0.0116276,0,0.0312134,0.0484855,0.0476344,0,0,0.0207986,0,0,0.0240599,0.0701067,0.0131297,0.0229605,0.028094,0.0551217,0.0311025,0.0379222,0.0595093,0.0323642,0.026795,0.0230325,0.00961307,0.0348821,0.0284519,0.0365797,0.00574261,0.0190512,0.0594797,0.0491892,0,0,0,0.0140251,0.0638733
114,0,0,0,0,0.0285996,0.0611975,0,0,0,0.0601481,0,0.00976249,0.0483903,0,0,0.0204875,0,0,0.044944,0.0551991,0.0322316,0.0201516,0.0200386,0.0618037,0.0428267,0.0431328,0.0653634,0.0518089,0.0550642,0.0583872,0.0262092,0.0351961,0.0315673,0.0345151,0.0143352,0.0215536,0.00899121,0,0.0303468,0.0489207,0.0468948,0,0,0.0215727,0,0,0.0233905,0.0697178,0.0114934,0.0226785,0.0287681,0.0543568,0.0310515,0.0369033,0.0594692,0.0320907,0.0278409,0.0221212,0.0094475,0.0359193,0.0307901,0.0361409,0.00635513,0.0193494,0.059337,0.0498894,0,0,0,0.012277,0.0629399
115,0,0,0,0,0.0286281,0.0609863,0,0,0,0.0584808,0,0.00973656,0.0472613,0,0,0.0208236,0,0,0.0451958,0.0553205,0.031941,0.020229,0.0202741,0.0636031,0.0434178,0.0446256,0.0667587,0.0524308,0.0555596,0.0583503,0.0265189,0.0363574,0.0249481,0.0345268,0.014494,0.0218538,0.00840093,0,0.03048,0.0491276,0.0467199,0,0,0.021764,0,0,0.0234711,0.0692287,0.0107521,0.0236372,0.0288306,0.0545478,0.0312089,0.0364173,0.0596929,0.0321029,0.0279553,0.0227046,0.00999741,0.036146,0.0306114,0.0357911,0.00636937,0.0195674,0.0592725,0.0502756,0,0,0,0.0125105,0.0628804
116,0,0,0,0,0.0285407,0.0607693,0,0,0,0.055049,0,0.00688554,0.046114,0,0,0.0206808,0,0,0.0454025,0.0552848,0.0297002,0.020012,0.0208127,0.0647666,0.0438283,0.0462812,0.0684257,0.0528355,0.0554534,0.0580409,0.0263002,0.0367647,0.0139741,0.0347385,0.0141199,0.0225328,0.00797604,0,0.0306488,0.0496041,0.0466296,0,0,0.0219276,0,0,0.0236329,0.0688354,0.00993398,0.0247161,0.0286028,0.054903,0.0313644,0.0356918,0.0595773,0.032005,0.0279872,0.0226388,0.0107921,0.03634,0.0305771,0.0355339,0.00668397,0.0196556,0.0591336,0.050757,0,0,0,0.012631,0.0626597
117,0,0,0,0,0.0284089,0.0606027,0,0,0,0.0525359,0,0.00648371,0.0450215,0,0,0.0207807,0,0,0.045284,0.0553369,0.027413,0.019747,0.0213428,0.0652938,0.0441333,0.0477027,0.0696941,0.0530691,0.0550993,0.0574712,0.0259741,0.036906,0.00532096,0.0348386,0.0139485,0.0226418,0.00759518,0,0.0305961,0.0501325,0.0465932,0,0,0.022102,0,0,0.0238162,0.0685255,0.00933046,0.0258728,0.0281863,0.0552041,0.0314832,0.0349893,0.0593859,0.0317593,0.0278542,0.022716,0.0114116,0.0364218,0.0307915,0.0354154,0.00706487,0.0195911,0.0591975,0.0511933,0,0,0,0.0127277,0.0623711
118,0,0,0,0,0.0283413,0.0605721,0,0,0,0.0473678,0,0.00665379,0.0444472,0,0,0.0213439,0,0,0.0447457,0.055422,0.0256999,0.0201254,0.0208371,0.065382,0.0445839,0.049013,0.0702991,0.0531322,0.0555253,0.0580727,0.0268683,0.0371254,0.0145191,0.0346999,0.0143509,0.0218867,0.00735229,0,0.030635,0.0506599,0.046534,0,0,0.0219823,0,0,0.0239497,0.0685211,0.00912315,0.0264931,0.0278456,0.0552413,0.0313557,0.0346552,0.0595264,0.0314689,0.0279348,0.0229002,0.0115353,0.036456,0.031144,0.0355763,0.00699772,0.0194688,0.0592228,0.0513942,0,0,0,0.0138095,0.0620022
119,0,0,0,0,0.0282154,0.0605866,0,0,0,0.0496971,0,0.0138652,0.0432539,0,0,0.0212022,0,0,0.0445141,0.0554465,0.0308952,0.0200603,0.021365,0.065067,0.0448454,0.0497378,0.0709559,0.0537295,0.054812,0.0568998,0.0265516,0.037996,0.0173421,0.0348571,0.0140344,0.0220313,0.00723548,0,0.0307421,0.0510012,0.0465546,0,0,0.0221727,0,0,0.0240104,0.0685207,0.00902598,0.0263837,0.0277581,0.0551447,0.0315722,0.0343466,0.0599317,0.0310594,0.0281495,0.0228006,0.0112805,0.0365984,0.0313877,0.0355575,0.00697607,0.0194387,0.0590971,0.0515,0,0,0,0.0125984,0.0619441
120,0,0,0,0,0.0281479,0.0605707,0,0,0,0.0437694,0,0.0109189,0.042052,0,0,0.0211322,0,0,0.0444593,0.0555409,0.032043,0.0203342,0.0218143,0.0646047,0.0451486,0.0509141,0.0725148,0.0541356,0.0549989,0.0569503,0.0267348,0.0380543,0.0237732,0.0348992,0.0141548,0.0218681,0.00723331,0,0.030749,0.0516923,0.0466114,0,0,0.022399,0,0,0.0240193,0.0685066,0.00924142,0.025126,0.0276909,0.0547878,0.031873,0.0341627,0.0601279,0.0309288,0.0281882,0.0224823,0.0109531,0.0369936,0.0313524,0.0354528,0.00692971,0.0194754,0.0591987,0.0514925,0,0,0,0.012683,0.062112
121,0,0,0,0,0.0281907,0.0605173,0,0,0,0.0412384,0,0.0119191,0.0408889,0,0,0.0211428,0,0,0.044533,0.0558233,0.0355216,0.02055,0.022376,0.0645973,0.0453839,0.0523752,0.0733087,0.0545165,0.0552607,0.0567155,0.0270244,0.0390396,0.0289825,0.0348176,0.0141795,0.0216361,0.00823327,0,0.0304062,0.0520308,0.0465391,0,0,0.0222448,0,0,0.0241858,0.0684602,0.00926168,0.0245381,0.0275677,0.0542865,0.0319068,0.0341042,0.0599948,0.0307985,0.0281438,0.0225437,0.0110876,0.0366956,0.0303475,0.0355302,0.00702791,0.0195289,0.0590191,0.0515373,0,0,0,0.0125636,0.0623785
122,0,0,0,0,0.0281696,0.060412,0,0,0,0.0392273,0,0.0131046,0.0399637,0,0,0.0211148,0,0,0.0447217,0.055952,0.0390178,0.0213038,0.0227052,0.064771,0.045826,0.0532851,0.0736269,0.0546685,0.0554584,0.0569537,0.0275604,0.039834,0.035646,0.0346713,0.0142649,0.0216369,0.0153054,0,0.0283187,0.0521396,0.0464041,0,0,0.0223461,0,0,0.0242241,0.0681448,0.00827146,0.0238745,0.0302858,0.0535583,0.0319988,0.0329576,0.0606618,0.030668,0.0265721,0.0237751,0.00968542,0.0356923,0.0216217,0.0354564,0.00719807,0.0195651,0.0584357,0.0517723,0,0,0,0.0125128,0.0641294
123,0,0,0,0,0.028141,0.0603627,0,0,0,0.0375981,0,0.013906,0.0390571,0,0,0.0211074,0,0,0.0447473,0.05623,0.0423608,0.021639,0.0230343,0.0647146,0.0458647,0.0540631,0.0740782,0.0549337,0.0557207,0.0570016,0.0280536,0.0406978,0.0427985,0.0345344,0.0142618,0.0215621,0.016216,0,0.0283169,0.0527562,0.0463178,0,0,0.0223492,0,0,0.0240943,0.0680254,0.00880686,0.0243154,0.0301522,0.0530989,0.0319306,0.0326639,0.0606476,0.0308248,0.0266531,0.0235951,0.00957344,0.0357996,0.0207053,0.0354926,0.00712156,0.0195574,0.0570024,0.0516589,0,0,0,0.0124786,0.0639231
124,0,0,0,0,0.0281456,0.0602409,0,0,0,0.0365116,0,0.0145087,0.0380903,0,0,0.0210574,0,0,0.0448195,0.0563934,0.0452767,0.0221679,0.0232175,0.0646908,0.0458346,0.0549645,0.0746129,0.0551969,0.0561426,0.0570993,0.0283925,0.0414194,0.0493719,0.0345867,0.0142518,0.0215241,0.0171723,0,0.0282503,0.0533629,0.0462454,0,0,0.0223291,0,0,0.0240766,0.0680426,0.00923164,0.0247773,0.0300057,0.0527878,0.0319389,0.0322315,0.0607829,0.0309161,0.0269082,0.0235419,0.00946789,0.0358597,0.0195301,0.0355326,0.00725384,0.0195791,0.0563083,0.0515036,0,0,0,0.012691,0.0636147
125,0,0,0,0,0.0281994,0.060036,0,0,0,0.0356938,0,0.0154658,0.0371813,0,0,0.0209356,0,0,0.0451678,0.0562168,0.0477501,0.0231665,0.0232076,0.0649315,0.0460172,0.0558403,0.0751297,0.0552598,0.0567447,0.0572773,0.0285799,0.0419927,0.0545477,0.0346389,0.0140769,0.0219292,0.0158555,0,0.0283278,0.0532406,0.0461195,0,0,0.0222961,0,0,0.0243215,0.0694084,0.00792096,0.0241688,0.0300779,0.0523331,0.0319916,0.031645,0.0592197,0.0306005,0,0.0225144,0.0106128,0.037427,0.02084,0.0354303,0.00746572,0.0197985,0.055933,0.0516202,0,0,0,0.0127274,0.0618179
126,0,0,0,0,0.0281626,0.0600294,0,0,0,0.0353281,0,0.0156688,0.0365538,0,0,0.0206947,0,0,0.0451944,0.0565106,0.0482869,0.0228561,0.0229686,0.0643824,0.045309,0.0568204,0.0761506,0.0557014,0.056848,0.0571107,0.0286142,0.0422032,0.0589373,0.0349819,0.0142178,0.0215618,0.0123422,0,0.0300515,0.0548535,0.0462537,0,0,0.0221246,0,0,0.024336,0.0687464,0.0108567,0.0260739,0.0260973,0.0524295,0.0318788,0.0329704,0.0592622,0.0309167,0.0284616,0.0227837,0.0124662,0.0363682,0.0251691,0.0356612,0.0074946,0.0197546,0.0559801,0.0508768,0,0,0,0.0131858,0.061328
127,0,0,0,0,0.028131,0.0599409,0,0,0,0.0344051,0,0.0171189,0.0356497,0,0,0.0208201,0,0,0.0453843,0.0563343,0.0500816,0.0235927,0.0230138,0.0643843,0.0454667,0.0574017,0.0764705,0.0557337,0.057225,0.0573502,0.0289196,0.0430223,0.0602522,0.0350711,0.0143227,0.0216008,0.019186,0,0.0282072,0.0550851,0.0461994,0,0,0.0222055,0,0,0.0243608,0.0681811,0.0105682,0.0261164,0.028436,0.0522257,0.0319646,0.0317936,0.0602688,0.0309903,0.0274167,0.0235115,0.0119523,0.0357111,0.0169049,0.0355708,0.00747619,0.0199162,0.0559315,0.0508216,0,0,0,0.0133908,0.0626982
128,0,0,0,0,0.0281399,0.0599091,0,0,0,0.0342326,0,0.0180025,0.0350019,0,0,0.0213553,0,0,0.0452656,0.056032,0.049194,0.0242707,0.0239178,0.0643477,0.0456828,0.0580732,0.0776705,0.0564334,0.0576482,0.0569024,0.0299955,0.045077,0.0626547,0.0350053,0.014915,0.020959,0.0200854,0,0.0282205,0.0556929,0.0461203,0,0,0.0223022,0,0,0.0242324,0.0680274,0.0107338,0.0263028,0.0284123,0.0521156,0.0319427,0.0315637,0.0609263,0.0308639,0.0275947,0.0237119,0.0107316,0.0357494,0.0159155,0.0356213,0.0074755,0.0197997,0.0559335,0.0506973,0,0,0,0.0135909,0.0625471
129,0,0,0,0,0.028152,0.0597555,0,0,0,0.0342167,0,0.0167176,0.0348013,0,0,0.0210231,0,0,0.045426,0.0560682,0.0507853,0.0248588,0.0232819,0.0643185,0.0453853,0.0586656,0.0770722,0.0559416,0.0585003,0.0585442,0.0303577,0.0447865,0.0622611,0.0351443,0.014618,0.0213264,0.0203031,0,0.0285408,0.056062,0.0461399,0,0,0.0223259,0,0,0.0242524,0.0681013,0.0110176,0.0265194,0.0281053,0.0522342,0.0320173,0.031197,0.0611412,0.0308372,0.0277419,0.0237417,0.00989519,0.0358648,0.0155675,0.035633,0.00746868,0.0198293,0.0559271,0.0505246,0,0,0,0.0146492,0.0621802
130,0,0,0,0,0.028125,0.0596821,0,0,0,0.0345506,0,0.0164201,0.0348449,0,0,0.0211857,0,0,0.0451472,0.0560407,0.0509038,0.0252181,0.0231682,0.0644586,0.0451404,0.0593662,0.0774035,0.0561173,0.0595538,0.0593642,0.0314168,0.0457147,0.0623317,0.0351543,0.0146891,0.020974,0.0147096,0,0.0300659,0.0565488,0.0461559,0,0,0.0223121,0,0,0.0240778,0.0688761,0.0118141,0.0267619,0.0254699,0.0522232,0.032045,0.032057,0.0601898,0.03063,0.0289222,0.0234931,0.0113563,0.0364226,0.0221261,0.035766,0.00728516,0.0197035,0.0560241,0.0500849,0,0,0,0.01532,0.0606117
131,0,0,0,0,0.0280988,0.0595366,0,0,0,0.0350012,0,0.0162288,0.034416,0,0,0.0212511,0,0,0.0449007,0.0560531,0.050975,0.026183,0.0231654,0.0649961,0.0451564,0.059813,0.0777799,0.056181,0.060638,0.0601962,0.0323369,0.0466864,0.0621358,0.0350914,0.0144162,0.0211016,0.020598,0,0.0286292,0.0569286,0.0461157,0,0,0.0223697,0,0,0.0240833,0.0680097,0.0117574,0.0269264,0.0275861,0.0519586,0.0322191,0.0309163,0.0609998,0.0311648,0.0277459,0.0235821,0.0112346,0.0359303,0.015181,0.0357305,0.00733748,0.0197081,0.0561229,0.049899,0,0,0,0.0157784,0.0617941
132,0,0,0,0,0.0280492,0.0594278,0,0,0,0.0353235,0,0.0162057,0.0346346,0,0,0.021204,0,0,0.0446483,0.0559372,0.0509491,0.0269191,0.0231179,0.0657918,0.0449672,0.0602591,0.0781551,0.0562252,0.0615756,0.061055,0.0333373,0.0475506,0.061973,0.0350943,0.014266,0.0210546,0.0163771,0,0.0293103,0.0570085,0.046075,0,0,0.0224061,0,0,0.0242027,0.0691199,0.0118757,0.0264968,0.0250694,0.051603,0.0322934,0.0319308,0.0595011,0.0306201,0.0291695,0.0245278,0,0.036499,0.020667,0.0358098,0.00751543,0.0196155,0.0561841,0.0496659,0,0,0,0.0162281,0.0602255
133,0,0,0,0,0.027996,0.0593681,0,0,0,0.0355234,0,0.0163725,0.0345065,0,0,0.0211754,0,0,0.0444889,0.055922,0.0509484,0.0275729,0.0231927,0.0666232,0.0448233,0.0607921,0.0785401,0.056202,0.0623533,0.0618842,0.0342434,0.0482629,0.0619563,0.0350846,0.01426,0.0209435,0.015906,0,0.0294901,0.0575293,0.0460601,0,0,0.0225783,0,0,0.0242461,0.0692307,0.0125481,0.0265931,0.0248028,0.0511797,0.032425,0.0318456,0.0592288,0.0305294,0.0290995,0.0249468,0,0.0363305,0.0211345,0.0358327,0.0073919,0.0195912,0.0563027,0.0494567,0,0,0,0.016564,0.0600362
134,0,0,0,0,0.027925,0.0592809,0,0,0,0.0357758,0,0.0165589,0.0342044,0,0,0.0213214,0,0,0.0445995,0.0557066,0.0513888,0.0285813,0.0235171,0.0678232,0.0451511,0.0613085,0.0788706,0.0559712,0.0632992,0.0627677,0.0350026,0.048979,0.0627835,0.0349576,0.0143436,0.0210535,0.0140864,0,0.0291773,0.0571594,0.0459242,0,0,0.0228065,0,0,0.024306,0.0703916,0.0100042,0.0255848,0.02658,0.0505434,0.032664,0.0316625,0.0572986,0.030314,0.0318135,0.023736,0,0,0.0216302,0.0356728,0.00723665,0.019684,0.0562606,0.0497387,0,0,0,0.0168795,0.058919
135,0,0,0,0,0.0278962,0.0593207,0,0,0,0.036052,0,0.0166872,0.0340579,0,0,0.0212989,0,0,0.0444841,0.0557126,0.052051,0.0292219,0.0237391,0.0684147,0.0449111,0.0619819,0.0794578,0.0559113,0.0641387,0.0634605,0.0356903,0.049481,0.0641387,0.0349344,0.0143621,0.0208755,0.0145925,0,0.0290251,0.0577086,0.0459456,0,0,0.0228304,0,0,0.0243825,0.070427,0.0103989,0.0256743,0.02651,0.0500472,0.0328261,0.031449,0.0568784,0.0302304,0.0317571,0.0231998,0,0,0.0210935,0.0356597,0.00740531,0.019633,0.0563332,0.0495756,0,0,0,0.0176812,0.0588831
136,0,0,0,0,0.0278595,0.0594053,0,0,0,0.0363982,0,0.0167141,0.0338707,0,0,0.0212395,0,0,0.0444717,0.0557813,0.0526665,0.029705,0.0240002,0.0687064,0.0446402,0.0626186,0.0801324,0.0558005,0.0648693,0.0641083,0.0364489,0.0499168,0.0661055,0.0349606,0.0144267,0.0206458,0.0149437,0,0.0287268,0.0583865,0.0459591,0,0,0.0227761,0,0,0.0244319,0.0704642,0.0107903,0.0258826,0.0263779,0.049561,0.0329823,0.0310488,0.0563659,0.0300285,0.0317065,0.0227358,0,0,0.020731,0.0356538,0.00763765,0.0195672,0.0563743,0.0494215,0,0,0,0.0186777,0.0588647
137,0,0,0,0,0.0278122,0.0594548,0,0,0,0.0367892,0,0.0166973,0.0337048,0,0,0.0215472,0,0,0.0443786,0.0554969,0.0532047,0.0308175,0.0242738,0.0689961,0.0448495,0.0632747,0.0808971,0.0557065,0.065573,0.0648466,0.0372279,0.0503474,0.0685749,0.0348024,0.0148595,0.0201593,0.0133116,0,0.0278928,0.0581898,0.0458836,0,0,0.0228684,0,0,0.0245221,0.0719006,0.0105253,0.0253343,0.0280403,0.0489834,0.0332183,0.0305038,0.0542798,0.0296402,0,0.0217273,0,0,0.0224127,0.0355234,0.007711,0.0195657,0.0562875,0.0496056,0,0,0,0.0194528,0.0575491
138,0,0,0,0,0.0277805,0.0595396,0,0,0,0.0371204,0,0.0165927,0.033548,0,0,0.0213264,0,0,0.0442943,0.0555674,0.0532411,0.0313502,0.0245186,0.0687116,0.0445176,0.0639311,0.0817477,0.0557883,0.0660578,0.0653692,0.0377722,0.0505942,0.0699123,0.0349166,0.0146097,0.0201212,0.0137209,0,0.0276879,0.0587849,0.0459279,0,0,0.0227697,0,0,0.0244916,0.0720527,0.0109458,0.0255786,0.0280975,0.0485623,0.0332218,0.0300209,0.0534336,0.0295698,0,0.0214038,0,0,0.0219129,0.0356177,0.00747874,0.0194907,0.0561904,0.0494676,0,0,0,0.0204026,0.057472
139,0,0,0,0,0.0278703,0.0597364,0,0,0,0.0365332,0,0.0164228,0.0350252,0,0,0.0204252,0,0,0.0440138,0.056175,0.0516762,0.030426,0.0247348,0.0668541,0.0428092,0.064186,0.082816,0.0563619,0.0660512,0.0654513,0.0379262,0.0503042,0.068511,0.0354821,0.0146487,0.0194968,0.0171104,0,0.0264034,0.0625323,0.0463687,0,0,0.0224304,0,0,0.0243952,0.0686212,0.0157409,0.0280706,0.0240765,0.0486033,0.0330613,0.0309779,0,0.0321965,0.0290579,0.0218053,0,0,0.0192226,0.036092,0.00760755,0.0191006,0.0562948,0.0480482,0,0,0,0.02168,0.0612082
140,0,0,0,0,0.0278435,0.0597182,0,0,0,0.0356085,0,0.0160619,0.034764,0,0,0.0204301,0,0,0.0438416,0.0564818,0.0497287,0.030459,0.0261907,0.066539,0.0424818,0.0652811,0.0848749,0.0566153,0.0659338,0.0651885,0.0377957,0.0501862,0.0650759,0.0355257,0.0144739,0.0193468,0.0223096,0,0.0242546,0.0630074,0.046359,0,0,0.0222696,0,0,0.0244559,0.0686128,0.0168038,0.0275364,0.021945,0.0483237,0.0329967,0.0317247,0,0.0312054,0.0284245,0,0,0,0.0146803,0.0361954,0.00777129,0.0189966,0.0558475,0.0481263,0,0,0,0.0224182,0.0617231
141,0,0,0,0,0.0279377,0.0597706,0,0,0,0.0344705,0,0.0159765,0.0353963,0,0,0.0200979,0,0,0.043644,0.0568217,0.0479727,0.0303218,0.0257655,0.0654797,0.0414574,0.0658088,0.0857807,0.056689,0.0656437,0.0652136,0.0379562,0.0495504,0.0622267,0.0357766,0.0144804,0.0189056,0.0170204,0,0.028427,0.0648642,0.0466302,0,0,0.022016,0,0,0.0243465,0.0676085,0.0188823,0.0292075,0.0230832,0.0482854,0.0327909,0.0309253,0,0.0334386,0.0278675,0,0.0499217,0,0.0194306,0.0365243,0.00765628,0.0187139,0.0557691,0.0474506,0,0,0,0.02359,0.0624313
142,0,0,0,0,0.0279681,0.0596992,0,0,0,0.033261,0,0.0159966,0.0354682,0,0,0.020047,0,0,0.043665,0.056856,0.0460347,0.0311505,0.0254076,0.0654203,0.0415558,0.06628,0.0864722,0.056407,0.0654013,0.0652557,0.0381439,0.0489063,0.0588403,0.0357315,0.0144299,0.0189609,0.0215584,0,0.0247604,0.0641789,0.046494,0,0,0.0219226,0,0,0.0243176,0.0687532,0.0181613,0.0282276,0.0220805,0.0478653,0.032615,0.0308121,0,0.0316379,0.0276877,0,0.021547,0,0.0152395,0.0365508,0.00760337,0.0186282,0.0554401,0.0477286,0,0,0,0.0242943,0.0615314
143,0,0,0,0,0.0279822,0.0596654,0,0,0,0.0317983,0,0.0163143,0.0359934,0,0,0.0200775,0,0,0.0436607,0.0564708,0.0437711,0.0321233,0.0247118,0.0654841,0.0418124,0.0667005,0.087071,0.0562137,0.0648799,0.0651243,0.0382254,0.0479345,0.054726,0.0356044,0.0144207,0.0190194,0.0235494,0,0.0215946,0.0629338,0.0463502,0,0,0.0218546,0,0,0.0242766,0.0706169,0.0181297,0.0272287,0.0237589,0.0476296,0.032447,0.0302837,0,0.0304037,0,0,0.0146552,0,0.0152982,0.0365806,0.00753105,0.018491,0.0551641,0.048082,0,0,0,0.0248698,0.0598095
144,0,0,0,0,0.0280989,0.0597601,0,0,0,0.0308105,0,0.0165313,0.0365526,0,0,0.0199173,0,0,0.0434235,0.0571337,0.0415953,0.0314549,0.0234598,0.0647768,0.0413338,0.0665678,0.0869735,0.0557826,0.0641832,0.0648052,0.0380529,0.0467493,0.0492072,0.0357501,0.0143181,0.0187898,0.0256922,0,0.0222301,0.0637918,0.046422,0,0,0.0215768,0,0,0.0241677,0.0698312,0.0199099,0.0279619,0.0221951,0.0475633,0.0320774,0.0303182,0,0.0307929,0.0280585,0,0.014707,0,0.0133564,0.0369179,0.00750047,0.0181241,0.0550924,0.047854,0,0,0,0.0257864,0.0606657
145,0,0,0,0,0.028224,0.059827,0,0,0,0.0303601,0,0.0168641,0.0377364,0,0,0.0197239,0,0,0.0431981,0.0574492,0.0389951,0.030877,0.0223341,0.0638819,0.0405299,0.0668161,0.0875697,0.0555448,0.063136,0.0641702,0.0375274,0.045253,0.0411873,0.0359905,0.0142945,0.0184454,0.0285033,0,0.0226954,0.0646385,0.0465498,0,0,0.0212929,0,0,0.0240815,0.0695807,0.0249612,0.0288281,0.0203396,0.0476305,0.0317292,0.0305747,0,0.0315989,0.0252284,0,0.0178357,0.0315652,0.014923,0.0372713,0.00752087,0.0177844,0.0550979,0.0475389,0,0,0,0.0269483,0.0613538
146,0,0,0,0,0.0283394,0.0598576,0,0,0,0.0308596,0,0.0175332,0.038858,0,0,0.0195481,0,0,0.0430844,0.0573766,0.0368777,0.0308385,0.0206511,0.0632073,0.0400621,0.066815,0.0872016,0.0551412,0.0624707,0.0639385,0.0372965,0.0440418,0.0338512,0.0361936,0.0143371,0.0181734,0.0220506,0,0.0260588,0.0644268,0.0465824,0,0,0.0210927,0,0,0.0239524,0.0704699,0.019017,0.0294264,0.0229404,0.0477438,0.0314293,0.0295861,0,0.0326388,0.0262193,0.0249807,0.0123424,0.0338407,0.0156898,0.0375501,0.00748594,0.0175165,0.0551236,0.0472007,0,0,0,0.0280032,0.0603535
147,0,0,0,0,0.0287027,0.0600849,0,0,0,0.0284662,0,0.0207252,0.0422231,0,0,0.0210165,0,0,0.0421766,0.056021,0.0367664,0.0322529,0.0192426,0.0628006,0.0401828,0.0667411,0.083642,0.0548075,0.0617889,0.0645356,0.038185,0.041532,0.0329588,0.0361267,0.0164464,0.0155267,0.0231941,0,0.0262933,0.0638302,0.0465167,0,0,0.0208455,0,0,0.0233624,0.0714497,0.0185709,0.0292202,0.0235315,0.0472567,0.0305298,0.0297284,0,0.0330144,0.0269729,0.0246186,0.0120509,0.034127,0.0143122,0.0382747,0.0073944,0.0165195,0.0554341,0.0464427,0,0,0,0.0306669,0.0598704
148,0,0,0,0,0.0290526,0.0600928,0,0,0,0.0299069,0,0.0219362,0.0435614,0,0,0.0204154,0,0,0.0421348,0.055867,0.0363087,0.0322135,0.0203165,0.0621934,0.0396447,0.0660612,0.0816171,0.0543682,0.0613708,0.0646103,0.0384876,0.0405542,0.0277584,0.036432,0.0157846,0.015852,0.0252795,0,0.027611,0.063275,0.0465993,0,0,0.0203801,0,0,0.023264,0.0716649,0.0166375,0.0293513,0.0251269,0.0473105,0.0300224,0.0292734,0,0.0335301,0.0275195,0.0230879,0.00955235,0.0350985,0.0119505,0.0386246,0.00735984,0.0162353,0.0554458,0.0461924,0,0,0,0.031279,0.0597641
149,0,0,0,0,0.0292456,0.0600418,0,0,0,0.0319538,0,0.0234736,0.0451368,0,0,0.0197159,0,0,0.0421774,0.0554967,0.0367769,0.0321012,0.0226652,0.0614485,0.038933,0.0651585,0.079405,0.054045,0.0604312,0.0640187,0.0384543,0.0394809,0.0225316,0.0367948,0.0152118,0.0163011,0.0268825,0,0.0277985,0.0623841,0.046737,0,0,0.0200221,0,0,0.0232833,0.0724636,0.0162114,0.0292547,0.0261206,0.0474258,0.0296322,0.0290935,0,0.0337204,0.0279294,0.022866,0.00952652,0.0355156,0.0105114,0.0388922,0.00736429,0.0160772,0.0554559,0.0459709,0,0,0,0.0320459,0.0592551
