Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LTHIP,RTHIA
32,0,0,0,0,0.0287381,0.0606929,0,0,0,0.0456208,0,0.0205643,0.0510019,0,0,0.0197847,0,0,0.0434561,0.0556036,0.0477822,0.0329386,0.0219091,0.059207,0.0397497,0.0546078,0.0722109,0.0554112,0.0639178,0.0675871,0.0399493,0.0411476,0.0252931,0.0355937,0.0138873,0.0143614,0.0211075,0,0.029438,0.0556592,0.0452648,0,0,0.0191491,0,0,0.0241706,0.0761331,0.0073128,0.0270732,0.0313309,0.0451716,0.0286787,0.0276405,0.0569378,0.0306539,0,0.0245597,0.0133319,0.040444,0.0143198,0.0388353,0.00593124,0.0178993,0.0560778,0.0452732,0,0,0,0.0256532,0.0543539
33,0,0,0,0,0.0287767,0.0609533,0,0,0,0.0457136,0,0.0205527,0.0507027,0,0,0.0180393,0,0,0.044207,0.0555104,0.0483598,0.0331288,0.021986,0.058815,0.0398903,0.0546803,0.071867,0.0550216,0.0638086,0.067474,0.0399322,0.0411236,0.0252704,0.036117,0.0123868,0.0160801,0.0212015,0,0.0292555,0.0560964,0.0450883,0,0,0.0189198,0,0,0.0241844,0.0763902,0.00762525,0.0268557,0.0310931,0.045188,0.0283345,0.0278508,0.0568012,0.030531,0,0.0237301,0.0129039,0.0402596,0.0143076,0.0390431,0.00596971,0.0178225,0.0560997,0.0452912,0,0,0,0.0259441,0.0538421
34,0,0,0,0,0.0291732,0.0605889,0,0,0,0.044162,0,0.0210172,0.0493226,0,0,0.0190654,0,0,0.0430907,0.0559308,0.0471132,0.0321713,0.0225674,0.0596373,0.0409026,0.056153,0.0717033,0.0533531,0.0633505,0.0669709,0.0402298,0.0409156,0.0235118,0.0355605,0.0184544,0.0133468,0.0307155,0,0.0263417,0.0543792,0.0451211,0,0,0.0194913,0,0,0.0239038,0.0752472,0.0123202,0.0268615,0.0341774,0.0457216,0.028287,0.0267394,0.0580664,0.0320672,0.031823,0.0241113,0.0121812,0.0400723,0.00751436,0.0394286,0.00859699,0.0159905,0.0552051,0.0458106,0,0,0,0.0261654,0.0553115
35,0,0,0,0,0.0288663,0.061226,0,0,0,0.0431342,0,0.0213741,0.0490977,0,0,0.0199477,0,0,0.0428313,0.0554442,0.0460743,0.0331708,0.0229818,0.058804,0.0408737,0.0573083,0.0718617,0.0527322,0.0616967,0.0652448,0.0392135,0.039606,0.0224601,0.0357928,0.0155128,0.0141182,0.0238585,0,0.0276842,0.0559836,0.044908,0,0,0.0186476,0,0,0.0239411,0.0764421,0.0103296,0.0284664,0.0318317,0.0458203,0.027711,0.0277942,0.0567329,0.0312207,0,0.0227703,0.0139988,0.0401531,0.0119969,0.0396373,0.0065856,0.0168726,0.0558269,0.0455181,0,0,0,0.0269824,0.0535992
36,0,0,0,0,0.0290659,0.0609807,0,0,0,0.0409211,0,0.0228632,0.0485291,0,0,0.0201411,0,0,0.0422269,0.055731,0.0430297,0.0330937,0.0246305,0.0585834,0.0408943,0.0585145,0.0712698,0.0516745,0.060741,0.064206,0.0390121,0.0392024,0.0199679,0.0361603,0.0151034,0.0149741,0.0253776,0,0.0278372,0.0573153,0.0451458,0,0,0.0185214,0,0,0.023536,0.0755535,0.0108207,0.0281945,0.0301921,0.0463798,0.0273383,0.0278613,0.0580029,0.031527,0.0304103,0.0235134,0.0131543,0.0378011,0.0112124,0.0400414,0.00691634,0.0167919,0.0553271,0.0457191,0,0,0,0.0280718,0.0546561
37,0,0,0,0,0.0291894,0.0609712,0,0,0,0.0389102,0,0.0247973,0.0477482,0,0,0.0200581,0,0,0.0418872,0.0555748,0.0406533,0.033578,0.0271675,0.0586982,0.0409879,0.0605145,0.0713647,0.0510337,0.0595262,0.0629307,0.0386465,0.0385493,0.0171714,0.0363681,0.0150189,0.0156319,0.0257724,0,0.0269291,0.0576564,0.0453105,0,0,0.0183402,0,0,0.0233197,0.0755737,0.011874,0.0284496,0.0297968,0.0467988,0.026952,0.0277996,0.0581146,0.0314538,0.0300845,0.0233557,0.0130259,0.0374718,0.0114985,0.0403292,0.00684191,0.0165869,0.0550094,0.045834,0,0,0,0.0292731,0.0546418
38,0,0,0,0,0.0292992,0.0609813,0,0,0,0.0378559,0,0.0276076,0.0471144,0,0,0.0200303,0,0,0.0414908,0.0550504,0.0390998,0.0342863,0.0301544,0.0589426,0.0410442,0.0625912,0.0717689,0.0509048,0.0582929,0.0613902,0.0380239,0.0378257,0.0136666,0.0366105,0.01522,0.0163129,0.02863,0,0.0265972,0.0577722,0.0455706,0,0,0.018054,0,0,0.023169,0.0752446,0.0122682,0.0283456,0.0289088,0.0472788,0.0265788,0.0278603,0.0583107,0.0311158,0.0287502,0.0245967,0.0132989,0.0361572,0.0106813,0.0407323,0.00706299,0.0162549,0.0546753,0.0458749,0,0,0,0.0304414,0.0551273
39,0,0,0,0,0.0293764,0.0611837,0,0,0,0.0357745,0,0.0281304,0.0472163,0,0,0.0197804,0,0,0.041789,0.0542793,0.0381039,0.0348501,0.0294996,0.0588292,0.0412422,0.0629689,0.0720483,0.0511258,0.0585626,0.0614667,0.0378768,0.0380658,0.0130521,0.0367947,0.0151642,0.0166062,0.0292964,0,0.0257058,0.0577787,0.0455473,0,0,0.0179074,0,0,0.0231821,0.07526,0.0132836,0.0281885,0.0287611,0.0471091,0.0264346,0.0277876,0.058362,0.030945,0.0282535,0.024833,0.0134033,0.0355115,0.0113079,0.0408853,0.00718333,0.0161234,0.0548188,0.0458199,0,0,0,0.0302531,0.0551905
40,0,0,0,0,0.0293797,0.0613486,0,0,0,0.0340633,0,0.0275371,0.0475455,0,0,0.0195803,0,0,0.0420879,0.0538127,0.036199,0.035242,0.0277184,0.0590123,0.0413098,0.0623996,0.0723538,0.0510025,0.0587381,0.0616288,0.0373359,0.0378158,0.0117496,0.0370087,0.0150637,0.0169019,0.0295759,0,0.0247793,0.0575405,0.0455584,0,0,0.0177859,0,0,0.0231564,0.0750944,0.0142984,0.0283691,0.0285896,0.046682,0.0262646,0.0276722,0.0583818,0.0305964,0.0278206,0.0251372,0.013543,0.0348777,0.0122471,0.0410429,0.0072138,0.015966,0.0550184,0.0458207,0,0,0,0.0295259,0.055244
41,0,0,0,0,0.0292792,0.0614067,0,0,0,0.0324779,0,0.026476,0.0479905,0,0,0.0193981,0,0,0.0425963,0.0535502,0.0343126,0.0354516,0.0257878,0.0596994,0.0410797,0.0611965,0.0724405,0.0508032,0.0585709,0.0616858,0.036706,0.0370861,0.0110656,0.0372304,0.0150133,0.0171935,0.0294887,0,0.0237857,0.0572068,0.0456082,0,0,0.0176707,0,0,0.0231576,0.0748138,0.0153663,0.0290441,0.0283322,0.0461795,0.026112,0.0274853,0.0584262,0.0301395,0.0273789,0.025261,0.0137287,0.0342327,0.0135178,0.0411775,0.00728596,0.0158114,0.0550301,0.0459618,0,0,0,0.0283527,0.0553274
42,0,0,0,0,0.0290995,0.0614552,0,0,0,0.0313895,0,0.025923,0.0482904,0,0,0.0192829,0,0,0.0427372,0.0533409,0.0326267,0.0355844,0.0245928,0.060862,0.0409725,0.0597109,0.0725745,0.0507641,0.058255,0.0617063,0.0362089,0.0363079,0.0106936,0.0373508,0.0149752,0.0173192,0.0292826,0,0.0228134,0.0568588,0.0456381,0,0,0.0176314,0,0,0.0231393,0.0746084,0.0164261,0.0293461,0.0282541,0.0456662,0.0260398,0.0273837,0.0584397,0.0295993,0.0267768,0.0251662,0.0137972,0.0334367,0.015132,0.041255,0.00720373,0.0157274,0.0550687,0.0461856,0,0,0,0.0270779,0.0555581
43,0,0,0,0,0.0289523,0.0616221,0,0,0,0.0328033,0,0.0248601,0.0481817,0,0,0.0188003,0,0,0.0429624,0.0535568,0.0300837,0.0353717,0.0233682,0.0624385,0.041249,0.0585611,0.0735756,0.0510939,0.0584293,0.0619775,0.0360297,0.0364599,0.0091755,0.0374395,0.0144898,0.0181112,0.0290197,0,0.0217456,0.0563529,0.0454531,0,0,0.0174071,0,0,0.0233113,0.0743482,0.0175919,0.0292875,0.0285795,0.0450715,0.0260366,0.0274759,0.0583893,0.0288222,0.0259647,0.0248666,0.0136702,0.03242,0.0172568,0.0412979,0.00725926,0.0158413,0.0553205,0.04649,0,0,0,0.0260349,0.0557923
44,0,0,0,0,0.0287911,0.0616935,0,0,0,0.032534,0,0.0245709,0.0484607,0,0,0.0187922,0,0,0.043079,0.0535266,0.0292457,0.035392,0.0232455,0.0640992,0.0415574,0.0577255,0.0736546,0.0511675,0.0587329,0.0623266,0.0361427,0.0368841,0.0093024,0.0374171,0.0143768,0.0183758,0.0289485,0,0.0207575,0.0558432,0.0452815,0,0,0.0174896,0,0,0.0233479,0.0741725,0.0184394,0.0290123,0.0285227,0.0448032,0.0261954,0.0277861,0.0583599,0.0281936,0.0253624,0.024571,0.0138526,0.0314931,0.0199337,0.0412091,0.00733519,0.0158842,0.0556013,0.0469194,0,0,0,0.0250456,0.0560745
45,0,0,0,0,0.0286623,0.0615595,0,0,0,0.0340113,0,0.0233275,0.0482408,0,0,0.0188014,0,0,0.0431383,0.0537872,0.0281631,0.0351195,0.0223346,0.0655557,0.0416884,0.0571412,0.073679,0.0508105,0.0592426,0.06265,0.0360253,0.0379173,0.00917251,0.0373001,0.0142269,0.0186603,0.0293192,0,0.0196229,0.0554134,0.0451498,0,0,0.0175426,0,0,0.0233423,0.0736715,0.0195545,0.028645,0.028522,0.0449306,0.0263083,0.0280871,0.0578061,0.0274598,0.0248879,0.0242771,0.0140984,0.0306045,0.0230297,0.0410638,0.00730465,0.016003,0.0555827,0.0475998,0,0,0,0.0239843,0.0565251
46,0,0,0,0,0.0285507,0.0615147,0,0,0,0.0354886,0,0.0221274,0.0476979,0,0,0.0188785,0,0,0.0431305,0.054152,0.0274727,0.0348256,0.0216225,0.066346,0.0423764,0.0567449,0.0734035,0.0501427,0.0594341,0.0626906,0.0354756,0.0388026,0.00947746,0.0370068,0.0140611,0.0190359,0.029963,0,0.0184503,0.0549031,0.0448921,0,0,0.0175786,0,0,0.0233459,0.0728787,0.0209631,0.0281202,0.02857,0.0454451,0.026414,0.0286302,0.0570409,0.0269258,0.0245607,0.0236929,0.0141821,0.029657,0.0266634,0.040957,0.00731414,0.016129,0.0554609,0.0483422,0,0,0,0.023063,0.0572445
47,0,0,0,0,0.0285408,0.061221,0,0,0,0.0367597,0,0.0209953,0.0466241,0,0,0.019034,0,0,0.0433714,0.0544583,0.0270549,0.0346685,0.0214345,0.0664396,0.0427863,0.0564637,0.0733187,0.0495577,0.0593061,0.0624415,0.0348319,0.0390927,0.00987581,0.0367162,0.0139725,0.0194629,0.0305998,0,0.0173288,0.0541117,0.0447763,0,0,0.0176611,0,0,0.0233776,0.0719671,0.0226553,0.0273706,0.0285076,0.0461803,0.0264685,0.0296126,0.0574925,0.0266917,0.0244353,0.0228649,0.0139317,0.0287749,0.0309543,0.0407732,0.0072346,0.0163703,0.0551647,0.0491157,0,0,0,0.0223008,0.0582993
48,0,0,0,0,0.028623,0.0608911,0,0,0,0.0376171,0,0.0203521,0.0453755,0,0,0.0192367,0,0,0.0436127,0.0546126,0.0266553,0.0348354,0.0214257,0.0661442,0.0435137,0.0560653,0.0734076,0.0492286,0.0590575,0.0619695,0.034296,0.0388366,0.0101394,0.0364514,0.0138515,0.0200861,0.0312997,0,0.016154,0.0530213,0.0446544,0,0,0.0178081,0,0,0.0234403,0.07124,0.0248681,0.026338,0.028121,0.0471676,0.026498,0.0309664,0.0579575,0.0268402,0.0241509,0.0220201,0.0131902,0.0278438,0.0355884,0.0405256,0.00719671,0.0167294,0.0548965,0.049788,0,0,0,0.0214514,0.0596867
49,0,0,0,0,0.0286529,0.0607039,0,0,0,0.0379579,0,0.02038,0.044596,0,0,0.0203752,0,0,0.0435643,0.0544993,0.0260305,0.0353499,0.0213182,0.0655679,0.0448933,0.0556238,0.0731258,0.0492089,0.0586481,0.0615076,0.0337726,0.0382485,0.0101715,0.035843,0.0144552,0.0198624,0.0324837,0,0.0148636,0.0517702,0.0445078,0,0,0.0184559,0,0,0.0231858,0.070798,0.0270303,0.0249112,0.0266217,0.0484008,0.0269339,0.0331288,0.0594347,0.0274453,0.0238844,0.0226282,0,0.0269195,0.0389553,0.0401774,0.00705254,0.0168955,0.054704,0.0502213,0,0,0,0.0205002,0.06171
50,0,0,0,0,0.0287777,0.0603994,0,0,0,0.0378711,0,0.0205757,0.0439674,0,0,0.0210661,0,0,0.043896,0.0541687,0.0252585,0.0362029,0.0211285,0.0650698,0.0458921,0.0553282,0.0727783,0.0495585,0.0582237,0.061206,0.0334428,0.0375775,0.0102394,0.0353472,0.0144855,0.0204949,0.0321377,0,0.0146565,0.0505112,0.0444216,0,0,0.0187067,0,0,0.023335,0.0705327,0.0281429,0.0235994,0.0257017,0.0496657,0.0273557,0.0353596,0.0608996,0.0285567,0.0234204,0.0226587,0,0.0262957,0.042734,0.039731,0.00701746,0.0174873,0.0545215,0.0504829,0,0,0,0.0194829,0.0638412
51,0,0,0,0,0.0289029,0.060296,0,0,0,0.0382849,0,0.0207001,0.0460064,0,0,0.0212858,0,0,0.0438137,0.0533558,0.0242529,0.0360344,0.0207421,0.0634178,0.0453235,0.0547497,0.0726237,0.0504409,0.0575888,0.0607663,0.0329932,0.0368995,0.0104231,0.0353451,0.014612,0.0203538,0.0318234,0,0.0146194,0.0508565,0.0447345,0,0,0.0186641,0,0,0.0233499,0.0676167,0.0302752,0.0218681,0.0212521,0.0515273,0.0276633,0.0398326,0,0.0330616,0.0205724,0.0230004,0,0.0238998,0.0450035,0.0396576,0.00694064,0.0178138,0.0547097,0.0494855,0,0,0,0.0190472,0.0694303
52,0,0,0,0,0.0289445,0.0600319,0,0,0,0.0381366,0,0.0209108,0.0463856,0,0,0.0218872,0,0,0.0439139,0.0528631,0.0236262,0.0368928,0.0209014,0.0637582,0.0462445,0.0541916,0.0725622,0.0506499,0.0575778,0.0609168,0.0332961,0.0365857,0.0103849,0.0350942,0.0144958,0.0209884,0.0296794,0,0.0160818,0.05001,0.0446212,0,0,0.0188809,0,0,0.0234678,0.0673872,0.0301605,0.0209958,0.0204462,0.0525357,0.0279823,0.042108,0,0.0346257,0.020454,0.0221359,0,0.0238831,0.0476754,0.0392422,0.00689741,0.0182832,0.0547474,0.0496405,0,0,0,0.018768,0.0716666
53,0,0,0,0,0.0289145,0.0594636,0,0,0,0.0378109,0,0.0211984,0.0445875,0,0,0.0230766,0,0,0.044534,0.0528809,0.0234504,0.0389163,0.0216293,0.0663757,0.0490736,0.0537946,0.0721589,0.049897,0.0581305,0.0613903,0.0340186,0.0368814,0.0101971,0.0344432,0.0140609,0.0226699,0.0254856,0,0.0185736,0.0480402,0.0440254,0,0,0.0191063,0,0,0.0240978,0.0701318,0.0288639,0.0204906,0.0240875,0.0525199,0.0282865,0.0415822,0.0658473,0.0325334,0.022442,0.01932,0.0111138,0.0258507,0.0515518,0.0383836,0.00687973,0.0193224,0.0545643,0.051505,0,0,0,0.0183978,0.0700997
54,0,0,0,0,0.0286072,0.0593532,0,0,0,0.0382236,0,0.0212234,0.0457727,0,0,0.0234768,0,0,0.0445787,0.0526097,0.0234402,0.0392705,0.0218834,0.0675333,0.0500667,0.0531087,0.0716463,0.0494202,0.0582193,0.061328,0.0340132,0.0370586,0.0105156,0.0345498,0.0140553,0.0229902,0.0230357,0,0.0197358,0.0474251,0.0440049,0,0,0.0201552,0,0,0.0239094,0.0701839,0.0286674,0.0195827,0.0237803,0.0531647,0.0289835,0.0430736,0.0669417,0.0332602,0.0222924,0.0196998,0.0103539,0.0257274,0.0552289,0.0378044,0.00690637,0.0192342,0.0549718,0.0519277,0,0,0,0.0185201,0.0717638
55,0,0,0,0,0.0285076,0.0590744,0,0,0,0.0382632,0,0.0216752,0.0472558,0,0,0.0237267,0,0,0.0446369,0.0522955,0.0240203,0.0397406,0.0220249,0.0688223,0.0508241,0.0525328,0.070948,0.048936,0.0581909,0.06124,0.0338875,0.0371358,0.0105047,0.0345303,0.0137966,0.0234186,0.0225123,0,0.0213496,0.0468603,0.0439856,0,0,0.0200469,0,0,0.0246592,0.0702845,0.0293977,0.018794,0.0235342,0.0536919,0.0295511,0.0443677,0.067389,0.0332727,0.0220098,0.0205993,0.00975744,0.025731,0.0579481,0.0373232,0.00715518,0.0199403,0.0550617,0.0525471,0,0,0,0.0187152,0.0731653
56,0,0,0,0,0.0282805,0.0591115,0,0,0,0.0392073,0,0.0217989,0.0484041,0,0,0.0236756,0,0,0.0445133,0.0523595,0.02437,0.0395386,0.022151,0.0698927,0.050991,0.052003,0.0705777,0.0486012,0.0581733,0.0611882,0.0337983,0.0371144,0.0110574,0.0346664,0.0137149,0.0234078,0.0228152,0,0.0230234,0.0465905,0.0441089,0,0,0.0205257,0,0,0.02481,0.0705384,0.0301468,0.0181239,0.0232222,0.0542233,0.0302033,0.0453181,0.0672251,0.033258,0.0226211,0.020204,0.00914241,0.0266573,0.0582554,0.0369562,0.00723359,0.0200984,0.0550133,0.0528337,0,0,0,0.0190009,0.0733766
57,0,0,0,0,0.028108,0.0593229,0,0,0,0.0407559,0,0.021824,0.0492621,0,0,0.0234606,0,0,0.0444166,0.0528825,0.0243467,0.0392402,0.022226,0.070563,0.0511274,0.0515233,0.0700177,0.048411,0.0581519,0.0611495,0.0337845,0.0370334,0.0120001,0.0347334,0.0136703,0.0233029,0.0214013,0,0.0242364,0.0463815,0.0442998,0,0,0.0209368,0,0,0.0248784,0.0713743,0.0275986,0.0174915,0.0234648,0.0543798,0.0306811,0.0459589,0.0663392,0.0333809,0,0.0182319,0.00902393,0.0295574,0.0575324,0.0366718,0.00723756,0.0201994,0.0547719,0.0530631,0,0,0,0.0194739,0.0725107
58,0,0,0,0,0.0280054,0.0596058,0,0,0,0.0421604,0,0.0218614,0.0504923,0,0,0.0231017,0,0,0.0443007,0.0530113,0.024226,0.0391595,0.022197,0.0703663,0.0507327,0.0510337,0.0693085,0.0484843,0.0579906,0.0610515,0.0337094,0.0368234,0.0130671,0.034707,0.0136513,0.0230275,0.0216402,0,0.0231553,0.0457774,0.044615,0,0,0.0213112,0,0,0.0249224,0.0712683,0.0276897,0.0170962,0.0241407,0.054311,0.0310673,0.0457784,0.0669911,0.0328289,0.0209514,0.0189913,0.00823469,0.0276843,0.0510552,0.0364273,0.00712353,0.0203573,0.0543892,0.0530815,0,0,0,0.0197593,0.0732562
59,0,0,0,0,0.0279042,0.0599221,0,0,0,0.0437021,0,0.0219557,0.0514219,0,0,0.0226801,0,0,0.0442543,0.0531766,0.0240816,0.0390995,0.0222337,0.0696141,0.0501031,0.0505583,0.0685396,0.0484908,0.0578612,0.0610398,0.0337015,0.0366018,0.0144235,0.0346037,0.0136637,0.0227035,0.0213876,0,0.0230933,0.0453554,0.0449231,0,0,0.0215619,0,0,0.0249707,0.0719361,0.0260776,0.0166821,0.025075,0.0540184,0.0315011,0.0457763,0.0665237,0.0327439,0.0212233,0.0184306,0.0077024,0.0280613,0.0469753,0.0362947,0.00705087,0.0204645,0.0538993,0.0530577,0,0,0,0.0201484,0.0731327
60,0,0,0,0,0.0277899,0.0601802,0,0,0,0.0451204,0,0.0220218,0.0521689,0,0,0.0223678,0,0,0.0442775,0.0533584,0.0239091,0.0393208,0.022456,0.0686534,0.0497431,0.0500875,0.0678456,0.0483805,0.0578141,0.0610424,0.0338494,0.0363534,0.0157767,0.0344938,0.0136641,0.0224602,0.0212399,0,0,0.0445553,0.0451585,0,0,0.0217414,0,0,0.02507,0.0725972,0.0256666,0.0160573,0.0258321,0.0535748,0.0320129,0.0456904,0.0656929,0.0320589,0.0211047,0.0191649,0.00545183,0.0287338,0.0403048,0.0361223,0.00706441,0.0206513,0.0535055,0.0532224,0,0,0,0.0202511,0.0732872
61,0,0,0,0,0.0276831,0.0603564,0,0,0,0.046578,0,0.0219473,0.0531519,0,0,0.0220309,0,0,0.0443224,0.0534715,0.0237928,0.039293,0.0226562,0.0673309,0.0490786,0.0495288,0.0672381,0.0483945,0.0577621,0.0611643,0.0340223,0.0361148,0.0172253,0.0343584,0.0138099,0.0220536,0.0223108,0,0,0.043892,0.0453892,0,0,0.0217169,0,0,0.0251411,0.0730813,0.0247172,0.0155438,0.0262714,0.0532743,0.0322988,0.0456532,0.0659515,0.0318959,0.0208669,0.0196101,0.00527927,0.0288991,0.0377611,0.0360858,0.00711291,0.0207488,0.0533009,0.0531203,0,0,0,0.0201098,0.0731686
62,0,0,0,0,0.0276506,0.0603792,0,0,0,0.0481353,0,0.0217095,0.0541559,0,0,0.0217619,0,0,0.0443442,0.0532547,0.0236606,0.0389266,0.0228884,0.0659411,0.0481605,0.0488783,0.0664999,0.0485668,0.057784,0.0612154,0.0341072,0.0360072,0.0188517,0.0341964,0.0140861,0.0215215,0.0236996,0,0.0244773,0.0435712,0.0455893,0,0,0.0215044,0,0,0.0251924,0.0734382,0.023899,0.0152833,0.0264021,0.0532024,0.0323341,0.0455766,0.0663233,0.0323715,0.0208526,0.0191054,0.00714605,0.0285999,0.0392924,0.0361677,0.0072496,0.0207358,0.0532414,0.0527849,0,0,0,0.0198288,0.0727444
63,0,0,0,0,0.0276035,0.0601647,0,0,0,0.047837,0,0.0224873,0.0554455,0,0,0.02105,0,0,0.0447336,0.0528381,0.0242586,0.0390568,0.0238775,0.0650795,0.0475043,0.0481269,0.0653279,0.0485748,0.0576796,0.0610229,0.0343314,0.035464,0.0184301,0.0343427,0.0136816,0.0219815,0.0242304,0,0.0247519,0.0429885,0.0457404,0,0,0.0216588,0,0,0.0250226,0.0739261,0.0237001,0.0149853,0.0260241,0.0532482,0.0323368,0.0454895,0.066432,0.0325557,0.0213498,0.0196789,0.0074228,0.0285714,0.0379149,0.0360867,0.00724,0.0207582,0.0532478,0.0526878,0,0,0,0.0193138,0.0726308
64,0,0,0,0,0.0276416,0.0598903,0,0,0,0.0483977,0,0.0226976,0.0562845,0,0,0.0210895,0,0,0.0449298,0.0525615,0.0243492,0.0390516,0.0246517,0.0647965,0.0473277,0.0474437,0.064415,0.0485542,0.0576807,0.0610081,0.0344287,0.0351055,0.018945,0.0341731,0.0137731,0.0220372,0.024175,0,0,0.0423415,0.0456849,0,0,0.0215903,0,0,0.0250221,0.0740703,0.0236485,0.0144403,0.0256727,0.0532837,0.0322332,0.0455032,0.066534,0.0319371,0.0222043,0.0220668,0,0.0284224,0.0336139,0.0359936,0.00725746,0.0209823,0.0532139,0.0528354,0,0,0,0.0187842,0.0732736
65,0,0,0,0,0.0276693,0.0597629,0,0,0,0.048785,0,0.0228994,0.0569776,0,0,0.0210308,0,0,0.0449585,0.0524888,0.0247359,0.0385082,0.0253577,0.0644752,0.0467712,0.0470089,0.0636606,0.0485645,0.0574495,0.0609933,0.0344961,0.0347807,0.0192932,0.034038,0.0138827,0.0219296,0.0226571,0,0,0.042364,0.0456375,0,0,0.0213546,0,0,0.0248346,0.0749119,0.0234725,0.0142658,0.0259348,0.0535147,0.0319369,0.0457156,0.0661126,0.0323937,0.0246626,0.0197583,0.00575831,0.0298564,0.0362784,0.0361317,0.00706727,0.020984,0.053416,0.0524842,0,0,0,0.0185563,0.0724606
66,0,0,0,0,0.0277424,0.0596296,0,0,0,0.0489453,0,0.0230354,0.0578699,0,0,0.021151,0,0,0.0450034,0.0523166,0.0250998,0.0382102,0.0260862,0.0645123,0.0464481,0.0466028,0.062894,0.0484854,0.0569751,0.060841,0.034498,0.034377,0.0193381,0.0339461,0.013948,0.021979,0.023541,0,0.0253371,0.0418933,0.0455558,0,0,0.0212436,0,0,0.0247612,0.075237,0.0239298,0.0141026,0.0261522,0.053946,0.0318486,0.0457125,0.0661141,0.0324056,0.0237978,0.0199184,0.00701187,0.0287077,0.0388744,0.0361125,0.00700693,0.0211281,0.0536409,0.0525251,0,0,0,0.0182099,0.0726499
67,0,0,0,0,0.0278073,0.0595922,0,0,0,0.0491823,0,0.0232302,0.0586099,0,0,0.0213173,0,0,0.0450325,0.0523454,0.0254987,0.0378355,0.0268399,0.0646141,0.0465312,0.0462094,0.0621871,0.0483924,0.0566763,0.0606737,0.0344546,0.0339647,0.019382,0.0339214,0.0140118,0.0220824,0.0233065,0,0.0257324,0.0416308,0.0454324,0,0,0.0211214,0,0,0.0247002,0.0756562,0.0241564,0.0140758,0.0263717,0.0546556,0.0316304,0.0457565,0.0658767,0.0324169,0.0234374,0.0196338,0.00659785,0.0288353,0.0399609,0.036162,0.00704329,0.0211722,0.0538366,0.052549,0,0,0,0.0181431,0.0724971
68,0,0,0,0,0.02787,0.0595711,0,0,0,0.0492686,0,0.023496,0.0594173,0,0,0.0215119,0,0,0.0449843,0.0524281,0.0258488,0.0374874,0.0276081,0.0646441,0.0467105,0.0456385,0.0615138,0.048329,0.0562907,0.0605541,0.0343859,0.0335789,0.019587,0.0338266,0.0140494,0.022198,0.0229153,0,0.0257779,0.0413287,0.0453021,0,0,0.0210624,0,0,0.0247081,0.0759012,0.0242634,0.0140538,0.0266188,0.0556221,0.0314288,0.0457468,0.0656509,0.0317956,0.022834,0.0199448,0.00624265,0.0288421,0.0408916,0.0362041,0.00713484,0.0211762,0.0539165,0.0526053,0,0,0,0.0181172,0.0726716
69,0,0,0,0,0.0279177,0.0595836,0,0,0,0.0492393,0,0.0237574,0.060124,0,0,0.0216304,0,0,0.044809,0.0527665,0.0262255,0.0370004,0.0283192,0.0643461,0.0466322,0.0453482,0.0609234,0.048304,0.056054,0.0604269,0.0343639,0.0333157,0.0197848,0.0338472,0.0140896,0.0221669,0.022124,0,0.0261169,0.0413736,0.0452531,0,0,0.0209626,0,0,0.0246328,0.0762105,0.0245263,0.0140843,0.0269283,0.0566041,0.0311862,0.0458254,0.0652779,0.0311868,0.0233302,0.0191927,0.00537815,0.0294372,0.0432229,0.0363281,0.00703306,0.0210143,0.0541258,0.0524692,0,0,0,0.017961,0.0723225
70,0,0,0,0,0.0279438,0.0595787,0,0,0,0.0494277,0,0.0239131,0.0608683,0,0,0.0217776,0,0,0.0445618,0.0530493,0.0264055,0.0364909,0.0289184,0.0639212,0.0465612,0.0450283,0.0602986,0.048314,0.0558344,0.0601678,0.0342903,0.0330506,0.02003,0.0338228,0.0140933,0.0221133,0.021509,0,0.0262612,0.0412297,0.0452272,0,0,0.0209279,0,0,0.0245898,0.0763806,0.0249572,0.0138513,0.0272726,0.057365,0.0310167,0.0458699,0.0649233,0.0306377,0.023663,0.0187953,0.00471306,0.0297665,0.0449272,0.0364473,0.00701749,0.0208157,0.0544218,0.052359,0,0,0,0.0179005,0.0722087
