Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74
12,0.0124532,0.0267919,0,0,0,0,0,0,0.00180539,0.0261039,0.00285287,0.00434204,0,0,0.0723881,0,0.0350465,0.0431158,0.0359478,0.00625088,0.0124012,0.0029627,0.00297452,0.0445268,0.00119804,0.00213266,0.00162924,0.0172755,0.00385503,0.0033588,0.00305068,0.0260892,0.00278856,0.0606448,0.0253776,0.0180113,0.00798789,0.00618309,0.00200343,0.00529489,0.0167359,0,0,0.0260545,0,0.0105353,0.0167893,0.0601967,0.0058897,0.0201546,0.00534027,0.00338199,0.0143239,0.00369848,0.0290031,0.00518575,0.00426766,0.00076226,0.0234349,0.00205003,0.00401315,0.0112251,0.0185157,0.00881864,0.00551637,0.0256369,0.0254232,0,0,0,0,0,0,0,0
13,0.0126738,0.0237568,0,0,0,0,0,0,0.00183181,0.0283322,0.00317777,0.00489201,0,0,0.0653536,0,0.0272128,0.0431917,0.0361164,0.00670624,0.0130919,0.00324942,0.00573107,0.0471882,0.00141053,0.00232481,0.00177384,0.0175986,0.00416249,0.00345726,0.0033258,0.0264466,0.0041209,0.0408434,0.0286261,0.0303603,0.00850232,0.006193,0.00184719,0.00693933,0.0182761,0,0,0.0266107,0,0.011093,0.0168572,0.0593653,0.0054648,0.0227637,0.00597347,0.00724535,0.0145912,0.00460078,0.0300309,0.00602058,0.00510076,0.00110842,0.0239783,0.0023359,0.00396626,0.011552,0.0211089,0.00844966,0.00529719,0.0225988,0.0259772,0,0,0,0,0,0,0,0
14,0.0124635,0.0234947,0,0,0,0,0,0,0.00184115,0.0281749,0.00331869,0.00445143,0,0,0.0637198,0,0.026553,0.0422189,0.0361305,0.00670603,0.0130927,0.0032139,0.00574682,0.0467619,0.00133291,0.00200716,0.00176742,0.0176002,0.00413661,0.00340261,0.00328851,0.0264475,0.00412223,0.0399189,0.0281231,0.0296158,0.00847382,0.00618405,0.00191778,0.00688071,0.0181746,0,0,0.0261256,0,0.0113659,0.0164672,0.0593319,0.00546879,0.0227905,0.00597013,0.00729574,0.0145449,0.00458879,0.0299898,0.0059679,0.00510534,0.00114712,0.0240355,0.00237843,0.00396467,0.0113813,0.021115,0.00865148,0.00563809,0.0223037,0.0258809,0,0,0,0,0,0,0,0
15,0.012311,0.0232163,0,0,0,0,0,0,0.00187491,0.0279746,0.00329624,0.00367648,0,0,0.0620704,0,0.0259353,0.0412958,0.0361574,0.00668875,0.0131349,0.0031678,0.0057177,0.0464056,0.00129699,0.00188018,0.00171363,0.0175856,0.00411451,0.00338947,0.00326666,0.0264327,0.00411628,0.0389539,0.0276238,0.0288455,0.00831567,0.00618694,0.00196022,0.00680436,0.018111,0,0,0.025702,0,0.0116554,0.0162147,0.0592795,0.00548952,0.0228273,0.00594095,0.0072866,0.0143852,0.00454584,0.0299513,0.005884,0.00509303,0.00120627,0.0240533,0.00250706,0.00397741,0.0110239,0.0210534,0.00880091,0.00597335,0.0220243,0.0258386,0,0,0,0,0,0,0,0
16,0.0122562,0.0230004,0,0,0,0,0,0,0.00198278,0.0277858,0.00322392,0.00338788,0,0,0.0604544,0,0.0253794,0.040334,0.036188,0.0067511,0.0131367,0.0031516,0.00561121,0.0460762,0.00129047,0.00213752,0.00166948,0.0175554,0.00410495,0.00342119,0.00324236,0.0264049,0.00421301,0.0380686,0.0271557,0.0281072,0.0080922,0.00618773,0.00201993,0.00691617,0.0181142,0,0,0.0253367,0,0.011946,0.0160024,0.0592516,0.00554703,0.0227879,0.00587248,0.00715508,0.0141131,0.00451719,0.029897,0.00576786,0.00505809,0.00131896,0.024033,0.0026918,0.00400378,0.0107799,0.0209788,0.00892489,0.00628011,0.0217457,0.0258581,0,0,0,0,0,0,0,0
17,0.0121986,0.0228254,0,0,0,0,0,0,0.00216202,0.0276884,0.00321133,0.00342142,0,0,0.0589186,0,0.0248931,0.0393826,0.0361997,0.00689673,0.0130917,0.00312241,0.00546392,0.0456999,0.00128914,0.00272896,0.00170007,0.0175428,0.00411329,0.00340454,0.00321285,0.0263912,0.00438824,0.0372035,0.0267401,0.0274351,0.00790644,0.00616911,0.00213118,0.0069541,0.0181278,0,0,0.024986,0,0.0122377,0.0157891,0.0592879,0.00558725,0.0227255,0.00579826,0.00703387,0.0138296,0.00451075,0.0298326,0.00564389,0.00504094,0.00144934,0.0240133,0.0027759,0.00404323,0.0105304,0.0209057,0.00916253,0.00665542,0.0214899,0.0258699,0,0,0,0,0,0,0,0
18,0.0121017,0.0226699,0,0,0,0,0,0,0.00235046,0.0275924,0.00323243,0.00348047,0,0,0.0574628,0,0.0244243,0.0385275,0.0362079,0.00701433,0.0130007,0.00312282,0.00532141,0.0453418,0.00133905,0.00300696,0.00168534,0.0175566,0.00414817,0.00334829,0.00316457,0.0263883,0.00461287,0.0363946,0.0263464,0.026852,0.00793461,0.00614042,0.00238864,0.00695763,0.0181492,0,0,0.0245948,0,0.0125469,0.0155308,0.059375,0.00561416,0.0226568,0.00566619,0.00691814,0.0137444,0.00445964,0.0298149,0.00557888,0.00502542,0.00144937,0.0241253,0.00276548,0.00409649,0.0101821,0.0208597,0.00948532,0.0070857,0.0212222,0.0258696,0,0,0,0,0,0,0,0
19,0.0120424,0.0225292,0,0,0,0,0,0,0.00244848,0.0274318,0.00321782,0.00348158,0,0,0.0561148,0,0.0239692,0.0377628,0.0362508,0.00710614,0.0129418,0.00315334,0.00518129,0.045006,0.00140936,0.00299447,0.00152048,0.0175545,0.00418229,0.00336115,0.00311933,0.0263913,0.00488068,0.0356621,0.0259405,0.0263056,0.00801984,0.00610728,0.00246032,0.00703794,0.0181756,0,0,0.0242882,0,0.0128536,0.0152581,0.0594547,0.00560113,0.0225849,0.00559269,0.00673963,0.0136809,0.00437425,0.0297999,0.0055334,0.0049706,0.00143045,0.0241557,0.00269418,0.00407727,0.0102199,0.0208862,0.00975822,0.00748805,0.0209986,0.0259189,0,0,0,0,0,0,0,0
20,0.0119811,0.0223652,0,0,0,0,0,0,0.00259421,0.0272548,0.00326446,0.00340548,0,0,0.0547908,0,0.0235115,0.0369135,0.0363584,0.00725374,0.0129785,0.0031831,0.0050245,0.0446521,0.00133223,0.00275923,0.00144421,0.01755,0.00417517,0.00344381,0.003076,0.026384,0.00511614,0.0349706,0.0255069,0.0257345,0.00823414,0.00607844,0.00223816,0.00717463,0.0181783,0,0,0.0240758,0,0.0131408,0.0150454,0.0595337,0.00544944,0.0224919,0.00571764,0.006543,0.0135021,0.0043164,0.0296798,0.00554433,0.00492288,0.00131326,0.0240082,0.0024164,0.00388195,0.0105999,0.0209726,0.00990028,0.00783194,0.0208478,0.0259418,0,0,0,0,0,0,0,0
21,0.0119215,0.0222151,0,0,0,0,0,0,0.00277427,0.0270955,0.0033225,0.0032866,0,0,0.0533781,0,0.0230143,0.0359958,0.036489,0.00740796,0.0130966,0.00322692,0.00484242,0.0442728,0.00117134,0.0024018,0.00137271,0.017601,0.00418198,0.00367684,0.0029985,0.026366,0.00537572,0.0343715,0.0250457,0.0251096,0.00857476,0.00608147,0.00185847,0.00721505,0.0181841,0,0,0.0238177,0,0.0134146,0.0148847,0.059621,0.00518195,0.0223905,0.00588953,0.00636021,0.0132169,0.00424429,0.0295298,0.0055981,0.00485691,0.00117463,0.023758,0.0019978,0.0036253,0.0111779,0.0211192,0.00994424,0.0080859,0.0206896,0.0259494,0,0,0,0,0,0,0,0
22,0.0118688,0.0220624,0,0,0,0,0,0,0.0028944,0.0269601,0.00333894,0.00319249,0,0,0.052051,0,0.022513,0.0353914,0.0364921,0.00739335,0.013035,0.00324837,0.00472373,0.0438978,0.00102831,0.002294,0.00127717,0.017744,0.00418244,0.00401054,0.00293864,0.0263248,0.00562268,0.0339503,0.0246027,0.0245152,0.00874929,0.00610103,0.00179975,0.00710137,0.0181922,0,0,0.0234583,0,0.013707,0.0147192,0.0596769,0.00516651,0.0222821,0.00588439,0.00623951,0.0130424,0.00412767,0.0294306,0.00556957,0.00481001,0.00119098,0.023672,0.0019097,0.00368324,0.0112581,0.0212558,0.00997322,0.00825672,0.0204942,0.0259551,0,0,0,0,0,0,0,0
23,0.011903,0.0220204,0,0,0,0,0,0,0.00287982,0.0268468,0.00328519,0.00320954,0,0,0.0510352,0,0.0220724,0.0348708,0.0364364,0.00716298,0.012966,0.00315487,0.00463683,0.0437031,0.0010136,0.00237372,0.00127605,0.0177303,0.00414554,0.00431783,0.00288855,0.0262403,0.00575574,0.0337726,0.0242485,0.0240598,0.00903639,0.00613229,0.00167842,0.00702208,0.0182551,0,0,0.0231001,0,0.0140356,0.0144705,0.0597389,0.00510566,0.022158,0.00598206,0.00608337,0.0129256,0.00413125,0.0292897,0.00558433,0.00496327,0.00116202,0.0236335,0.00174006,0.00362975,0.01156,0.0213151,0.00991777,0.00838868,0.0203802,0.0260802,0,0,0,0,0,0,0,0
24,0.0118641,0.0219249,0,0,0,0,0,0,0.0028957,0.0268061,0.00327172,0.00352686,0,0,0.0499448,0,0.0215755,0.0341854,0.0363773,0.0070859,0.0129515,0.00310479,0.00451021,0.0433293,0.00103227,0.00228336,0.00124803,0.0175579,0.00414533,0.00439389,0.00284879,0.0261846,0.00584718,0.0335093,0.0238831,0.0236622,0.00921191,0.00597676,0.00167206,0.00694664,0.01817,0,0,0.0229254,0,0.014242,0.0141026,0.0597911,0.00511791,0.0219987,0.00606026,0.00591291,0.0127525,0.00417519,0.0291724,0.00560607,0.00516181,0.00113947,0.0236271,0.00163378,0.00363441,0.0119715,0.0213881,0.0106107,0.00894854,0.0202305,0.0260574,0,0,0,0,0,0,0,0
25,0.0117477,0.0217487,0,0,0,0,0,0,0.00291857,0.0268804,0.00328122,0.00396669,0,0,0.0488733,0,0.0210721,0.033461,0.0363507,0.00711995,0.0129716,0.00310521,0.00433188,0.042837,0.00101283,0.00199991,0.00124438,0.0173273,0.00419362,0.00389959,0.00281547,0.0261547,0.00576525,0.0331413,0.0235457,0.0233379,0.00925312,0.00590697,0.00172804,0.0068641,0.0180288,0,0,0.0227249,0,0.0144556,0.0135352,0.059826,0.0052055,0.0218201,0.00611908,0.0058172,0.0125524,0.0041765,0.0290883,0.00563063,0.00498055,0.00114909,0.0236004,0.00164305,0.00371502,0.0122748,0.0214581,0.0111622,0.00947648,0.0199911,0.0259205,0,0,0,0,0,0,0,0
26,0.0115912,0.0215394,0,0,0,0,0,0,0.00288552,0.0269803,0.00326465,0.00314785,0,0,0.0478691,0,0.0206272,0.0329881,0.0363683,0.00717059,0.0130127,0.00312423,0.0041692,0.0422127,0.0010016,0.00182787,0.00124058,0.0171658,0.00422094,0.00337815,0.00279016,0.0261312,0.00551958,0.0326764,0.0232581,0.0231308,0.00922529,0.00589696,0.00173026,0.00679473,0.0178645,0,0,0.0225598,0,0.014771,0.0131183,0.0598255,0.00525727,0.0217068,0.00617751,0.00581712,0.012475,0.00414442,0.0289909,0.00567286,0.004784,0.00120504,0.0235376,0.00167655,0.00377252,0.0124028,0.0214788,0.0116501,0.00994019,0.0196893,0.0257154,0,0,0,0,0,0,0,0
27,0.011379,0.0213123,0,0,0,0,0,0,0.00288928,0.0270299,0.00327154,0.00196127,0,0,0.0467846,0,0.0202603,0.0322828,0.0363684,0.00724861,0.0130331,0.00322798,0.0039833,0.0414527,0.000968134,0.00187602,0.00130808,0.0171881,0.00423806,0.00306786,0.00276106,0.0261198,0.00529362,0.0320676,0.0229933,0.0229324,0.00922908,0.0059129,0.00175237,0.00677418,0.0177091,0,0,0.0224772,0,0.015107,0.0128541,0.0598403,0.00528485,0.0216478,0.0061853,0.00555834,0.0123919,0.00409532,0.0288781,0.00569394,0.00467755,0.00128221,0.0234936,0.00172448,0.00382468,0.0124207,0.0215434,0.0119115,0.0102537,0.0193785,0.0254769,0,0,0,0,0,0,0,0
28,0.0111004,0.0210246,0,0,0,0,0,0,0.00305057,0.0269645,0.00338906,0.00149237,0,0,0.0454971,0,0.0199434,0.0313865,0.0363381,0.00741293,0.013055,0.00341035,0.00379915,0.0406603,0.00100624,0.00209119,0.00141395,0.0173963,0.00424851,0.00300831,0.00270036,0.0261424,0.00529307,0.0314397,0.0226648,0.0225667,0.0093521,0.00595674,0.00179521,0.00676333,0.0175492,0,0,0.02247,0,0.0154382,0.0126831,0.0599097,0.00531071,0.021594,0.00620091,0.0053048,0.0122514,0.00404435,0.0287352,0.00570011,0.00464832,0.00134059,0.0235078,0.00177255,0.00388643,0.0125073,0.021694,0.0121378,0.0105084,0.0190603,0.0251997,0,0,0,0,0,0,0,0
29,0.0109042,0.0207321,0,0,0,0,0,0,0.00322753,0.0268559,0.00349325,0.00173423,0,0,0.0442603,0,0.0196311,0.0310618,0.0362598,0.00768733,0.0130947,0.00344356,0.00366317,0.0398042,0.000998387,0.00215516,0.00144936,0.0175358,0.00422018,0.00304943,0.00261094,0.0262048,0.0054271,0.030964,0.0223047,0.0221637,0.00946915,0.00596692,0.00177484,0.00666532,0.0174016,0,0,0.0224693,0,0.0157107,0.0124956,0.0600122,0.00532074,0.0216035,0.0062353,0.00511318,0.0121278,0.00402179,0.0286364,0.00575328,0.00467168,0.00144601,0.0234916,0.00186313,0.00398486,0.012676,0.0218506,0.0124654,0.0107903,0.0187119,0.0248984,0,0,0,0,0,0,0,0
30,0.0108457,0.0205699,0,0,0,0,0,0,0.0034619,0.0267909,0.00361023,0.00214323,0,0,0.0430721,0,0.0193361,0.0305926,0.0361631,0.00815781,0.0131982,0.0034039,0.00356208,0.039064,0.00109347,0.00195461,0.00144663,0.0176816,0.00414897,0.00299994,0.00251384,0.0263239,0.00563462,0.0305793,0.0219887,0.0217646,0.00962431,0.0058895,0.00180062,0.00650153,0.0173567,0,0,0.0225453,0,0.0159592,0.0122896,0.0601168,0.00541248,0.0216572,0.00623944,0.00490847,0.0120261,0.00393915,0.0285781,0.00579945,0.00462324,0.00155682,0.0235186,0.00196339,0.00413466,0.0130055,0.0219978,0.0127428,0.0110456,0.0184513,0.0246789,0,0,0,0,0,0,0,0
31,0.0107155,0.020336,0,0,0,0,0,0,0.00359792,0.0268172,0.0036371,0.00235908,0,0,0.0419365,0,0.0190555,0.0299075,0.0361432,0.0083441,0.0132621,0.00332338,0.00349311,0.038052,0.0012843,0.00183127,0.00144146,0.017638,0.00409618,0.00299569,0.00246739,0.0263304,0.00568579,0.0302173,0.0216872,0.0213922,0.00966554,0.00586699,0.00185819,0.00633735,0.0172116,0,0,0.022675,0,0.0162119,0.012038,0.0601974,0.00547677,0.0216168,0.00621484,0.00475438,0.0119467,0.00385085,0.0285185,0.00581065,0.00454245,0.00160685,0.0235451,0.00205192,0.00423942,0.0132254,0.02215,0.0128677,0.011186,0.018118,0.0242593,0,0,0,0,0,0,0,0
32,0.0104564,0.019961,0,0,0,0,0,0,0.00371343,0.0269151,0.0037089,0.00239455,0,0,0.0409239,0,0.01876,0.0292399,0.0361436,0.00837107,0.0132753,0.00323881,0.00343954,0.0367609,0.00111294,0.00184801,0.00144623,0.0175759,0.00407292,0.00304864,0.00246002,0.0263119,0.00567456,0.0297166,0.0213839,0.0210596,0.00972987,0.0059164,0.00187158,0.0062629,0.0169152,0,0,0.0228389,0,0.0164494,0.011786,0.0602398,0.00543426,0.0215233,0.00622279,0.00462452,0.0118612,0.00373482,0.0284666,0.00582222,0.00452282,0.00162048,0.0235442,0.00213278,0.00434148,0.0133904,0.0223643,0.0129176,0.0113302,0.0176687,0.0236077,0,0,0,0,0,0,0,0
33,0.0102113,0.0196155,0,0,0,0,0,0,0.00378793,0.0269983,0.00379242,0.00236561,0,0,0.0399876,0,0.0184784,0.0286253,0.0361563,0.00844514,0.0133962,0.0031903,0.00335466,0.035505,0.000929925,0.00192741,0.00143579,0.0175856,0.00408201,0.0030463,0.00247043,0.0263247,0.00571998,0.0291562,0.0210597,0.0207548,0.00981307,0.00597602,0.00179856,0.00621801,0.0166058,0,0,0.0230728,0,0.0166854,0.0115297,0.0602396,0.00529107,0.0214777,0.00633708,0.00450409,0.0116556,0.00368726,0.0284442,0.00588918,0.00456204,0.00164489,0.0235212,0.00213208,0.00434985,0.0135948,0.0226089,0.012964,0.0115265,0.0172639,0.0228793,0,0,0,0,0,0,0,0
