Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x73,x74,LTHII,x71,x72,LTHIP
36,0.0279215,0.0305347,0,0,0,0,0,0,0.0148978,0.0227598,0.0100728,0.00266809,0,0,0.0222175,0,0.0502038,0.016779,0.0301905,0.0102567,0.0120001,0.012554,0.00405808,0.075106,0.00448483,0.00804168,0.011061,0.0104771,0.00487138,0.021785,0.0196488,0.0311969,0.0378108,0.0201912,0.0318264,0.0103906,0.0453291,0.00437133,0.0266721,0,0,0.0124608,0,0.0128854,0.0168736,0.0492569,0.0552321,0.0166479,0.0112001,0.00272001,0.00535974,0.00902853,0.0309196,0.0054878,0.0106103,0.0214407,0.0155212,0.03172,0.033129,0.0215417,0.0115341,0.0134863,0.0167716,0.0305279,0.03865,0,0,0,0,0,0,0.0109898,0,0,0
37,0.0277664,0.0304928,0,0,0,0,0,0,0.0147478,0.022565,0.00999029,0.002484,0,0,0.0224384,0,0.0499198,0.0170309,0.0300069,0.0103042,0.0121073,0.0127831,0.00476546,0.0747239,0.00462191,0.00800085,0.0108201,0.0105292,0.00488607,0.0217936,0.0194735,0.0318379,0.0376103,0.0198605,0.0316271,0.0103563,0.0453395,0.00459569,0.0264194,0,0,0.0122495,0,0.0126259,0.0167766,0.0493448,0.0553486,0.0170494,0.0110228,0.00326252,0.00573149,0.00880284,0.0309728,0.00564502,0.0105457,0.0214747,0.0152729,0.0317108,0.0334199,0.021268,0.0114015,0.0130314,0.0163755,0.0303729,0.0383663,0,0,0,0,0,0,0.0111702,0,0,0
38,0.0275322,0.030476,0,0,0,0,0,0,0.0146516,0.0224165,0.00998441,0.00225307,0,0,0.0230074,0,0.0496376,0.0175743,0.0299118,0.0104082,0.0121985,0.0131035,0.00543862,0.0743357,0.00476657,0.0079399,0.0104667,0.0106325,0.00491263,0.0218175,0.0193543,0.0326385,0.0373854,0.0195753,0.03152,0.0103195,0.0455302,0.00482418,0.0261055,0,0,0.0120213,0,0.0124043,0.01663,0.0493693,0.0556527,0.0174019,0.0109971,0.00382809,0.00615971,0.00865684,0.0309695,0.00590581,0.0105336,0.0215447,0.0151678,0.0317642,0.0337312,0.0210492,0.0113052,0.0125293,0.0159348,0.0302338,0.0380581,0,0,0,0,0,0,0.0112153,0,0,0
39,0.0272398,0.0305075,0,0,0,0,0,0,0.014526,0.0222628,0.0100439,0.00203976,0,0,0.0238723,0,0.0493881,0.0182943,0.0298654,0.0105708,0.0125507,0.0135015,0.00605987,0.0739452,0.00490594,0.00786192,0.0110125,0.0107397,0.0049488,0.0218845,0.0192113,0.0335602,0.0371779,0.0192434,0.0314744,0.0102731,0.0457733,0.00504829,0.0257305,0,0,0.0118108,0,0.0121809,0.0164477,0.049107,0.05602,0.0177325,0.0111224,0.00440883,0.0066294,0.00849872,0.0308498,0.00609177,0.0105631,0.0216483,0.0151715,0.0318702,0.033922,0.0208942,0.0112611,0.0120026,0.015431,0.0301027,0.0377067,0,0,0,0,0,0,0.0111734,0,0,0
40,0.0269401,0.0305626,0,0,0,0,0,0,0.0145279,0.0220216,0.0101203,0.00187644,0,0,0.0247964,0,0.0490552,0.0189162,0.029853,0.0107897,0.0129385,0.0139016,0.00663294,0.0735476,0.00506554,0.00780425,0.0114288,0.010885,0.00499668,0.0219658,0.0191826,0.03455,0.0369065,0.0188118,0.0314838,0.01022,0.0459907,0.0052647,0.0253106,0,0,0.0116359,0,0.0119724,0.016258,0.0487695,0.056372,0.0180326,0.0112798,0.00496679,0.00715265,0.00833089,0.0306962,0.00619544,0.0106256,0.0217449,0.0151874,0.0319677,0.0340804,0.0206388,0.0111967,0.0114077,0.0148957,0.0299693,0.0372843,0,0,0,0,0,0,0.0111664,0,0,0
41,0.0265954,0.0306688,0,0,0,0,0,0,0.0146535,0.0217274,0.0102388,0.00169372,0,0,0.025901,0,0.0486058,0.0195828,0.0299929,0.0110208,0.0132201,0.0141416,0.00716777,0.0732654,0.00539984,0.00787619,0.0116079,0.0110915,0.00509252,0.0220614,0.0193091,0.0356531,0.0365307,0.0183346,0.031514,0.0102265,0.0462721,0.00553392,0.024846,0,0,0.0114186,0,0.0118652,0.0161205,0.048941,0.0568078,0.0183923,0.0112967,0.00543865,0.00774213,0.00838568,0.0307423,0.00621575,0.0106704,0.0217857,0.0151228,0.032064,0.0343156,0.0204775,0.0111332,0.0107135,0.0143348,0.0299087,0.0368138,0,0,0,0,0,0,0.0112485,0,0,0
42,0.0262165,0.0308451,0,0,0,0,0,0,0.014882,0.0215239,0.010427,0.00154361,0,0,0.0272628,0,0.0481279,0.0203019,0.030046,0.0112597,0.0133384,0.0142541,0.0077624,0.0730884,0.00580585,0.00804766,0.0117851,0.0113178,0.00521543,0.0221496,0.0196003,0.0367614,0.0361537,0.0178907,0.0316027,0.0102541,0.0464967,0.00583076,0.0242212,0,0,0.0111446,0,0.0118156,0.0160605,0.0490228,0.0571609,0.0186895,0.0114245,0.00593013,0.00837251,0.00831627,0.030751,0.00623772,0.0107862,0.0218729,0.0151097,0.0321446,0.034509,0.0202451,0.0110405,0.00986571,0.0136665,0.0299701,0.0362914,0,0,0,0,0,0,0.0113799,0,0,0
43,0.025838,0.0310949,0,0,0,0,0,0,0.0151022,0.0213507,0.0105858,0.00145309,0,0,0.0286725,0,0.0476653,0.0210414,0.0299306,0.0114394,0.0133089,0.0144321,0.00832019,0.0730406,0.00622553,0.008307,0.0119891,0.0114472,0.00528183,0.0222053,0.0199099,0.0379288,0.0357789,0.0173704,0.0314974,0.0102157,0.0465776,0.00604521,0.0234411,0,0,0.0109453,0,0.0116861,0.0160838,0.0488384,0.0573377,0.0188492,0.0112121,0.00640698,0.00900831,0.00810632,0.0307099,0.00615167,0.0109877,0.0219822,0.0152107,0.0321695,0.0344796,0.0198723,0.0110012,0.00916719,0.0129226,0.0301637,0.0358168,0,0,0,0,0,0,0.0115891,0,0,0
44,0.0254487,0.0314174,0,0,0,0,0,0,0.0153038,0.0211699,0.0107106,0.00149583,0,0,0.0300986,0,0.0471665,0.0217575,0.029807,0.0115967,0.0134254,0.0147199,0.0088076,0.0731677,0.00658339,0.00856425,0.0121391,0.0115003,0.00530214,0.0222494,0.0201762,0.0392138,0.0354008,0.0169104,0.0313562,0.0101143,0.0466813,0.00623753,0.0225876,0,0,0.0108032,0,0.0114838,0.0162006,0.0486989,0.0574945,0.0189961,0.0110866,0.0068337,0.00960454,0.00794011,0.0306713,0.00607998,0.0110891,0.0220579,0.0153133,0.0322304,0.0343239,0.0194901,0.0110344,0.00847592,0.0121326,0.0304242,0.0354217,0,0,0,0,0,0,0.0118548,0,0,0
45,0.0250944,0.0318439,0,0,0,0,0,0,0.0155769,0.0210082,0.0109172,0.00156902,0,0,0.0315963,0,0.0466425,0.0224818,0.0297456,0.0117811,0.0136188,0.0149074,0.00926335,0.0734849,0.00696491,0.00882629,0.0119137,0.0116115,0.0053842,0.022338,0.0205031,0.04062,0.0350436,0.016522,0.0312915,0.0100248,0.0467549,0.00643459,0.0218217,0,0,0.010751,0,0.0113198,0.0163193,0.0487427,0.0575647,0.0191633,0.0110057,0.00720028,0.0101491,0.00789743,0.0307384,0.00596113,0.0110842,0.0221041,0.0154157,0.0324526,0.0346217,0.0192771,0.0111686,0.00778051,0.0112603,0.0307467,0.0350998,0,0,0,0,0,0,0.0118175,0,0,0
46,0.0247892,0.032331,0,0,0,0,0,0,0.0157789,0.0209187,0.0111609,0.00148054,0,0,0.0333455,0,0.0460868,0.0233062,0.0297201,0.0119551,0.0137789,0.0150869,0.00967646,0.0739042,0.00731684,0.00908324,0.0111521,0.0117374,0.00548096,0.0224156,0.0207448,0.0420473,0.0346442,0.0160398,0.0313708,0.00995802,0.0468698,0.00660862,0.0212361,0,0,0.0107786,0,0.0112248,0.0165156,0.04899,0.0576765,0.0193105,0.0109476,0.00747733,0.0106585,0.0079405,0.0308433,0.00585884,0.0110409,0.0221421,0.0155036,0.0327021,0.0348494,0.0191444,0.0114341,0.00715015,0.0103831,0.0312027,0.0348677,0,0,0,0,0,0,0.0115114,0,0,0
47,0.0244709,0.032823,0,0,0,0,0,0,0.0159397,0.0208883,0.0113297,0.00151607,0,0,0.0354797,0,0.0455506,0.0242487,0.0296688,0.0121215,0.0138605,0.0152069,0.0100021,0.0743284,0.00759822,0.00930177,0.0108894,0.0118373,0.00555549,0.0224653,0.0209267,0.0436691,0.0341636,0.0155202,0.0314413,0.00987692,0.0471164,0.00671345,0.0207977,0,0,0.0110435,0,0.0112046,0.0167986,0.0491661,0.057853,0.0193778,0.0109756,0.00764943,0.0110924,0.00794889,0.0308933,0.00586547,0.0110068,0.0222148,0.0155735,0.0328403,0.034984,0.0190061,0.0118597,0.00666594,0.00949258,0.031753,0.0346943,0,0,0,0,0,0,0.0116234,0,0,0
48,0.0251342,0.0340252,0,0,0,0,0,0,0.0155206,0.0206071,0.0111033,0.00156189,0,0,0.0364414,0,0.0444982,0.0245389,0.0296114,0.011821,0.0139303,0.0148716,0.0105581,0.0763889,0.00774318,0.0093685,0.0109562,0.011636,0.00554867,0.0226134,0.0203707,0.0451328,0.0336827,0.01447,0.0314695,0.00947798,0.0474518,0.0072111,0.0211435,0,0,0.0112068,0,0.0109245,0.0166423,0.0493203,0.0581024,0.0195435,0.0109276,0.0080901,0.0114564,0.0078857,0.0309464,0.00595049,0.0109862,0.0223024,0.0155501,0.0328744,0.0352029,0.0187574,0.0120598,0.0037723,0.00842948,0.032987,0.0353597,0,0,0,0,0,0,0.0116106,0,0,0
49,0.0252192,0.034633,0,0,0,0,0,0,0.0153465,0.0203131,0.0110848,0.00161718,0,0,0.03826,0,0.0436793,0.0252531,0.0295686,0.0117941,0.0140787,0.014879,0.0108497,0.0772705,0.00780643,0.00939934,0.0116926,0.0115991,0.00552616,0.0226881,0.0201622,0.0466609,0.0330792,0.013746,0.0314646,0.0093296,0.0476633,0.00732958,0.0210202,0,0,0.0116458,0,0.0108845,0.0167766,0.0493909,0.0582549,0.0196709,0.0110953,0.00832503,0.0118502,0.00789869,0.0309561,0.00606345,0.01097,0.022343,0.0155074,0.0328149,0.0353089,0.0187099,0.0125088,0.00304102,0.00728614,0.0336255,0.0354354,0,0,0,0,0,0,0.0116006,0,0,0
50,0.025402,0.0351919,0,0,0,0,0,0,0.0151803,0.0200987,0.0110862,0.00153935,0,0,0.0400648,0,0.0428638,0.0261649,0.0295716,0.0117731,0.0143262,0.014923,0.0110959,0.078263,0.00777335,0.00935845,0.0120666,0.0115801,0.00553696,0.0227686,0.0198738,0.0482373,0.032452,0.0130459,0.0314385,0.00916521,0.0476804,0.00737638,0.0209709,0,0,0.0121665,0,0.0108534,0.0169437,0.0494718,0.0583527,0.0197939,0.0113285,0.00853825,0.0121964,0.00793185,0.0309435,0.00624743,0.0109397,0.0223958,0.0153557,0.0327968,0.0351712,0.0187283,0.0131005,0.0028008,0.00616038,0.0342484,0.0356432,0,0,0,0,0,0,0.0116306,0,0,0
51,0.0255609,0.0356653,0,0,0,0,0,0,0.0149545,0.0201244,0.011008,0.00150445,0,0,0.041788,0,0.0419424,0.0271005,0.029601,0.0117032,0.0145262,0.0151048,0.0112498,0.0792125,0.00771593,0.00929809,0.0121483,0.011488,0.00552314,0.0228139,0.0195203,0.0499849,0.0316986,0.0123544,0.0313396,0.00900014,0.0475458,0.00743656,0.0209412,0,0,0.0127843,0,0.0108712,0.0171366,0.0495748,0.0584379,0.0198712,0.0114328,0.0086655,0.0125752,0.00787254,0.0309093,0.00640577,0.0109315,0.0224486,0.0150952,0.0327868,0.0348491,0.0185943,0.0137845,0.00310905,0.00500564,0.0348029,0.0359034,0,0,0,0,0,0,0.0117214,0,0,0
52,0.0256414,0.0361009,0,0,0,0,0,0,0.014755,0.0203195,0.0108497,0.00158975,0,0,0.0435263,0,0.040925,0.0278808,0.0296507,0.0116109,0.0145813,0.0152616,0.0113465,0.0800371,0.00765967,0.0092493,0.0119688,0.0113811,0.00547213,0.022819,0.019232,0.0519004,0.0309741,0.011723,0.0311518,0.00882924,0.0475156,0.00752147,0.0209104,0,0,0.0134835,0,0.0109703,0.0173761,0.0495802,0.0585433,0.0198749,0.0110623,0.00874812,0.0129516,0.00792792,0.0309589,0.00620627,0.011056,0.0225223,0.0149285,0.0327626,0.0350681,0.0184781,0.0144968,0.0037389,0.00390755,0.0353304,0.0361582,0,0,0,0,0,0,0.0118466,0,0,0
53,0.02578,0.0365342,0,0,0,0,0,0,0.0145642,0.0204929,0.0106439,0.00178012,0,0,0.0453514,0,0.0400334,0.0285695,0.0297253,0.0114871,0.0145151,0.0153167,0.011507,0.0808719,0.00758567,0.00920194,0.0120245,0.0112643,0.00542054,0.0228065,0.0189528,0.0530694,0.0304421,0.0112569,0.0310062,0.00861734,0.0475201,0.00764586,0.021019,0,0,0.0143318,0,0.0111122,0.0176044,0.0494582,0.0588181,0.0199363,0.0105916,0.00890412,0.0132855,0.00817151,0.0309791,0.00584704,0.0112876,0.022669,0.0147284,0.0328418,0.0358177,0.0183305,0.0152349,0.00448763,0.00302276,0.0355615,0.0364656,0,0,0,0,0,0,0.0121068,0,0,0
54,0.025976,0.036851,0,0,0,0,0,0,0.0143867,0.0204726,0.0105096,0.0018394,0,0,0.0471649,0,0.0393016,0.0293014,0.029962,0.0113901,0.0144928,0.0153305,0.0116922,0.0817377,0.00754354,0.0091979,0.0120946,0.0112248,0.00541453,0.0228334,0.0186879,0.0541098,0.0299463,0.0106925,0.0309707,0.00836532,0.0475319,0.00777281,0.0212114,0,0,0.0152242,0,0.011276,0.0176129,0.0496679,0.0590579,0.0200271,0.0104156,0.00906594,0.013633,0.00849519,0.0310155,0.00572779,0.0114039,0.0227746,0.0146124,0.0331359,0.0360977,0.0182474,0.016083,0.00532439,0.00268867,0.0358505,0.0368295,0,0,0,0,0,0,0.012332,0,0,0
55,0.0261709,0.0371551,0,0,0,0,0,0,0.0142173,0.0203818,0.0104175,0.00189892,0,0,0.0487617,0,0.0385673,0.0302451,0.0301974,0.0113228,0.0145462,0.0153156,0.0118829,0.0825627,0.00770766,0.00936805,0.0120272,0.0111991,0.00540339,0.0228612,0.0184056,0.0550252,0.0293692,0.0100617,0.0309511,0.00819657,0.047756,0.00784658,0.0213646,0,0,0.0161417,0,0.0115613,0.0174609,0.0497195,0.0590621,0.0200631,0.0105647,0.00923475,0.0140022,0.00862715,0.0309825,0.00583044,0.011416,0.0227961,0.0145705,0.0336884,0.0360808,0.0181146,0.0170092,0.00636187,0.00315433,0.0360988,0.0371858,0,0,0,0,0,0,0.0124594,0,0,0
56,0.0262955,0.0374414,0,0,0,0,0,0,0.0140893,0.0204101,0.0103747,0.00196761,0,0,0.0501319,0,0.0377552,0.031153,0.0303643,0.0112931,0.0147039,0.0153956,0.0120496,0.083291,0.0078686,0.00953226,0.0119544,0.0111647,0.0053842,0.0228791,0.018167,0.0559591,0.0287903,0.00955867,0.0309442,0.00812789,0.0479801,0.00789151,0.0214409,0,0,0.0171484,0,0.0119467,0.0174552,0.04955,0.0590063,0.0200807,0.0108265,0.00940503,0.0143975,0.00808625,0.030896,0.00591062,0.0114185,0.0227908,0.0145632,0.0339753,0.0360893,0.0179411,0.0179726,0.0074987,0.00402186,0.0363328,0.0375052,0,0,0,0,0,0,0.0125746,0,0,0
57,0.0264216,0.037653,0,0,0,0,0,0,0.0139789,0.0205237,0.0103977,0.00191832,0,0,0.0514947,0,0.0369889,0.0316029,0.0305609,0.0112966,0.0149191,0.0154043,0.0122158,0.0840131,0.00795709,0.00962185,0.011869,0.0111512,0.00539804,0.0229046,0.0179835,0.0569127,0.0282437,0.00922003,0.0309281,0.0080758,0.0481149,0.00792797,0.0215396,0,0,0.01825,0,0.0123468,0.0178583,0.0495674,0.0591172,0.0201469,0.0109307,0.00956312,0.014786,0.00762776,0.0308518,0.00582631,0.0113415,0.0227897,0.0145147,0.0340037,0.0361854,0.0178135,0.0189221,0.00862986,0.00497282,0.0365435,0.0378419,0,0,0,0,0,0,0.0126537,0,0,0
58,0.0265408,0.0378402,0,0,0,0,0,0,0.0139075,0.0205981,0.0103336,0.00180415,0,0,0.0528437,0,0.0362848,0.0318398,0.030805,0.0112975,0.0150436,0.0153379,0.0123963,0.0846613,0.00799713,0.0096556,0.0117622,0.0111577,0.00539168,0.0229253,0.0179008,0.0579195,0.0276455,0.00900217,0.0309596,0.0079508,0.0482182,0.00796872,0.0216551,0,0,0.019323,0,0.0126673,0.0185753,0.0499693,0.0594198,0.0202641,0.0109109,0.0096945,0.0151634,0.00724394,0.0308946,0.00580559,0.011244,0.022978,0.0143343,0.0341484,0.0364435,0.0177454,0.0197983,0.00956379,0.00577895,0.0366757,0.0381459,0,0,0,0,0,0,0.0126934,0,0,0
59,0.0266158,0.0379729,0,0,0,0,0,0,0.0139592,0.0206294,0.0103035,0.00181001,0,0,0.05417,0,0.0355889,0.0321627,0.0309416,0.0113191,0.0150216,0.0154039,0.0126156,0.0851864,0.00814335,0.00977915,0.0116395,0.0111065,0.00535357,0.0229177,0.0179564,0.059324,0.0270047,0.00875295,0.0308909,0.00781069,0.0482859,0.00807586,0.0217535,0,0,0.0202844,0,0.012931,0.0192918,0.0503354,0.0595753,0.0203705,0.0108613,0.00985656,0.01557,0.00719194,0.0309103,0.00592692,0.0111831,0.0231724,0.0143165,0.0341348,0.0365489,0.0175013,0.0205947,0.010251,0.0064143,0.0367436,0.0383896,0,0,0,0,0,0,0.0127862,0,0,0
60,0.0266193,0.0380335,0,0,0,0,0,0,0.014015,0.0207221,0.0103294,0.00176965,0,0,0.0553815,0,0.0349486,0.0326593,0.0310527,0.0113661,0.015089,0.0156313,0.0128334,0.0855538,0.00837296,0.00996802,0.0115323,0.0110405,0.0053205,0.0229103,0.0180131,0.0606597,0.0264554,0.00860889,0.0309365,0.00774649,0.0486625,0.00820999,0.0217853,0,0,0.0210699,0,0.0131656,0.0196603,0.0507187,0.0599467,0.0205415,0.010787,0.0100497,0.0160834,0.00740385,0.0309096,0.00601104,0.0111551,0.0229548,0.0143121,0.0341867,0.0364041,0.0173401,0.0213768,0.010673,0.00682873,0.0368168,0.0385319,0,0,0,0,0,0,0.0128064,0,0,0
61,0.0265846,0.0380584,0,0,0,0,0,0,0.014067,0.0208014,0.0104326,0.00165885,0,0,0.0565072,0,0.0344556,0.033251,0.0311477,0.0114775,0.015453,0.0158333,0.0130866,0.085846,0.00868229,0.0102117,0.0115862,0.0111654,0.00534631,0.0229374,0.0180942,0.0615346,0.0260603,0.0085285,0.0310879,0.00773121,0.0490349,0.00836833,0.0218237,0,0,0.0216768,0,0.0133517,0.0196639,0.0508398,0.0603553,0.0207463,0.0108579,0.0102747,0.0167147,0.00753173,0.0309412,0.00606474,0.0110848,0.0228266,0.0143759,0.034292,0.0361458,0.0172636,0.0220529,0.0108392,0.00702553,0.0368298,0.0386631,0,0,0,0,0,0,0.0127582,0,0,0
62,0.0265287,0.0381226,0,0,0,0,0,0,0.0141,0.0208947,0.0104893,0.00156446,0,0,0.0575606,0,0.0340021,0.033986,0.031114,0.011358,0.0157167,0.0159275,0.0133541,0.0861247,0.00887632,0.0103634,0.0117329,0.0112801,0.00536778,0.0229657,0.0181102,0.0621642,0.0257389,0.00832286,0.0311819,0.00773927,0.0491305,0.00851051,0.0218746,0,0,0.0222076,0,0.0135461,0.019647,0.0508769,0.0605351,0.0208717,0.0108829,0.0104737,0.0174085,0.00744312,0.0310788,0.00590015,0.0110128,0.0228667,0.014542,0.0343551,0.0367384,0.0171953,0.0226397,0.010885,0.00712961,0.0368711,0.0387984,0,0,0,0,0,0,0.0127717,0,0,0
63,0.0264838,0.0381788,0,0,0,0,0,0,0.0142167,0.0210292,0.0105407,0.00168007,0,0,0.0585812,0,0.0335332,0.0346409,0.0309611,0.0111165,0.0157361,0.0160189,0.0136433,0.0863392,0.00905131,0.0104996,0.0115121,0.0113105,0.00538733,0.022972,0.0182114,0.0625972,0.0254302,0.00812396,0.0313141,0.00769082,0.0492147,0.00865947,0.0219351,0,0,0.0229004,0,0.0137454,0.0199336,0.0509217,0.0607327,0.0209379,0.010747,0.0107086,0.0181173,0.00750663,0.0311328,0.00563795,0.0109516,0.0229662,0.0147655,0.0344609,0.0371685,0.0171542,0.0233163,0.0110449,0.00728499,0.0368847,0.038903,0,0,0,0,0,0,0.0128183,0,0,0
64,0.0264344,0.0381925,0,0,0,0,0,0,0.014315,0.0211782,0.0105777,0.00194456,0,0,0.0595834,0,0.0329978,0.0350917,0.0307791,0.0111988,0.0155781,0.0161031,0.0139289,0.0864993,0.00919152,0.0106064,0.0110596,0.011273,0.00545071,0.0229683,0.0183391,0.0631687,0.0250091,0.00808859,0.0313455,0.00753638,0.0493206,0.00879727,0.0220112,0,0,0.0237599,0,0.013934,0.020477,0.0509681,0.0607931,0.0209825,0.0105529,0.0109522,0.0188808,0.00766833,0.0312121,0.00544201,0.0108805,0.0229378,0.0149548,0.0344867,0.0371859,0.0171066,0.0240347,0.0113311,0.00759891,0.0368754,0.0389656,0,0,0,0,0,0,0.0128813,0,0,0
65,0.0263666,0.0381729,0,0,0,0,0,0,0.0143766,0.0213464,0.0107447,0.00201062,0,0,0.0607478,0,0.0323418,0.0356709,0.0306429,0.0112782,0.0155521,0.0161945,0.0141775,0.0866497,0.00931641,0.010695,0.0109419,0.0112868,0.0055105,0.0229846,0.0184238,0.0638107,0.0244665,0.0082309,0.0311571,0.0074661,0.0490982,0.00889295,0.0220895,0,0,0.0246552,0,0.0142211,0.0210297,0.0509628,0.06057,0.0210417,0.0103901,0.0111635,0.019672,0.00748022,0.0312575,0.00550783,0.010917,0.0228225,0.0151171,0.0342427,0.0369353,0.0168205,0.0248284,0.0116947,0.00796479,0.0368916,0.038992,0,0,0,0,0,0,0.0129718,0,0,0
66,0.0262684,0.0381616,0,0,0,0,0,0,0.0144117,0.0215532,0.0110239,0.00210112,0,0,0.0618834,0,0.0318295,0.0362157,0.0305228,0.0116585,0.0156152,0.0162916,0.0143701,0.0868003,0.00941039,0.0107491,0.0110308,0.0113962,0.00555375,0.0230443,0.0184905,0.064688,0.024068,0.00836679,0.0310473,0.00746588,0.0488102,0.00894548,0.0221435,0,0,0.025571,0,0.0145575,0.0214243,0.0510129,0.0603422,0.0211455,0.0103423,0.0113134,0.0204189,0.00714925,0.031353,0.0057237,0.0110058,0.0231948,0.0151391,0.0340087,0.0367689,0.0166211,0.0257571,0.0121404,0.00835344,0.0369566,0.0390077,0,0,0,0,0,0,0.0130358,0,0,0
67,0.0261155,0.0381627,0,0,0,0,0,0,0.0144694,0.0217018,0.0111995,0.00217371,0,0,0.0630515,0,0.0313168,0.0368884,0.030424,0.0119347,0.0157361,0.016476,0.0145119,0.0868851,0.00949712,0.0108071,0.0111657,0.0115204,0.00561549,0.0230972,0.0185368,0.0654967,0.0235786,0.00861022,0.0309885,0.00747569,0.0486916,0.00895202,0.0221285,0,0,0.0264647,0,0.0148984,0.0217277,0.051036,0.0601651,0.0212783,0.0103754,0.0114288,0.0211442,0.00677703,0.0314485,0.00582089,0.011144,0.0237266,0.0151448,0.0337758,0.036633,0.0165799,0.0268348,0.0127744,0.00882023,0.0370396,0.0389701,0,0,0,0,0,0,0.0131118,0,0,0
68,0.0264471,0.0385088,0,0,0,0,0,0,0.0144952,0.0217751,0.0112716,0.00230757,0,0,0.0638507,0,0.030794,0.037359,0.0303403,0.0120256,0.0159766,0.0167297,0.0145604,0.0880192,0.00962522,0.010912,0.0114443,0.0116688,0.00568921,0.023175,0.0185497,0.0662921,0.0232369,0.00877924,0.0310269,0.0075438,0.0487953,0.00885593,0.0226502,0,0,0.027538,0,0.0153078,0.022248,0.0510183,0.0601222,0.0213516,0.0104427,0.0114753,0.0218628,0.00670695,0.0314743,0.00570131,0.0112302,0.0238268,0.0150871,0.0336818,0.0365829,0.0165515,0.0280281,0.0130741,0.00914272,0.0375391,0.0396105,0,0,0,0,0,0,0.0132538,0,0,0
69,0.0264431,0.0384414,0,0,0,0,0,0,0.0145056,0.0218579,0.0113055,0.00238323,0,0,0.0649211,0,0.0301474,0.0379415,0.030248,0.0120442,0.0160341,0.01691,0.0146668,0.0882403,0.00975119,0.0110325,0.011903,0.0118348,0.00576762,0.0232189,0.0185687,0.0668757,0.0226067,0.00958075,0.0310455,0.00751933,0.0488868,0.00883932,0.0227492,0,0,0.028298,0,0.0156842,0.0226652,0.05103,0.0601411,0.0213964,0.0105946,0.0115886,0.0225509,0.00673349,0.0314533,0.0056853,0.0112703,0.0236714,0.0149623,0.0336932,0.0366017,0.0166677,0.0290224,0.0134594,0.00949163,0.0376676,0.0397121,0,0,0,0,0,0,0.0133888,0,0,0
70,0.0264646,0.0383326,0,0,0,0,0,0,0.0145751,0.0220719,0.011375,0.00234113,0,0,0.0660107,0,0.0296693,0.0383213,0.0301599,0.0121085,0.0158918,0.016953,0.0147785,0.0883885,0.00980133,0.0110714,0.012105,0.0119651,0.00585422,0.0232329,0.0186049,0.0675923,0.0221969,0.0100888,0.0310107,0.0074827,0.0489557,0.00884159,0.0228833,0,0,0.0289633,0,0.0160301,0.022971,0.0510295,0.0601386,0.0213921,0.0108101,0.0116628,0.0231218,0.00673998,0.0314161,0.00582304,0.0112894,0.0234606,0.0148167,0.033664,0.0366235,0.0166065,0.029902,0.0137775,0.009819,0.0375894,0.0397939,0,0,0,0,0,0,0.0134633,0,0,0
71,0.0264134,0.0382133,0,0,0,0,0,0,0.0146964,0.0223056,0.0115081,0.00238191,0,0,0.067026,0,0.0293232,0.0387357,0.0301627,0.0122478,0.0159093,0.0169707,0.0148307,0.0883813,0.00983779,0.0111074,0.0121278,0.0119407,0.00594759,0.0232604,0.0186301,0.0691377,0.0219349,0.010391,0.0309157,0.00747317,0.0487754,0.00880052,0.0229793,0,0,0.0296385,0,0.0163962,0.0232055,0.051036,0.0600093,0.0214218,0.0107994,0.0116658,0.0236178,0.00683026,0.0314767,0.00591442,0.0112833,0.0232443,0.0147491,0.0335831,0.0365583,0.01653,0.030671,0.0142517,0.010159,0.0373939,0.0398195,0,0,0,0,0,0,0.0135418,0,0,0
72,0.026337,0.0380152,0,0,0,0,0,0,0.0148324,0.0225231,0.0115976,0.00255334,0,0,0.0679312,0,0.0288548,0.0393579,0.0302444,0.0123246,0.0160606,0.0170186,0.0148958,0.0881952,0.00989277,0.0111811,0.0121276,0.0119201,0.00597757,0.0232783,0.018583,0.0706505,0.0214648,0.01084,0.0309728,0.00745999,0.0482835,0.00879827,0.0230289,0,0,0.0303083,0,0.0167573,0.0233757,0.0510452,0.0598856,0.0214681,0.0108421,0.0117177,0.0241185,0.00689598,0.0315396,0.00588941,0.011222,0.0230897,0.0147348,0.0335709,0.0364839,0.0166535,0.0312147,0.0146424,0.0105508,0.0372613,0.0398217,0,0,0,0,0,0,0.0136228,0,0,0
